1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
73	-0.934677	29.921649	5.946785	0.013472	3.4
74	-0.933387	29.363394	6.012702	0.016060	3.7
75	-0.965203	30.363393	5.895640	0.013491	3.6
76	-0.971276	31.363392	5.783050	0.014711	3.5
77	-0.943863	30.804934	5.845391	0.019745	3.6
78	-0.971550	31.804934	5.734693	0.012580	3.7
79	-0.987869	31.699291	5.746189	0.016442	3.7
80	-0.931958	32.335795	5.677615	0.014591	3.6
81	-0.989327	33.335794	5.573123	0.015966	3.7
82	-0.965009	32.777351	5.630997	0.007562	3.6
83	-0.953682	33.727395	5.533245	0.020032	3.7
84	-0.927247	33.172120	5.589962	0.012970	3.6
85	-0.972567	32.613665	5.648189	0.015872	3.5
86	-0.956231	32.055280	5.707633	0.012289	3.8
87	-0.991284	33.051146	5.602473	0.010098	3.7
88	-0.944610	34.018196	5.503999	0.016699	3.6
89	-0.959656	33.459739	5.560440	0.010205	3.5
90	-0.955315	33.073943	5.600111	0.011541	3.6
91	-0.978869	32.569044	5.652893	0.014912	3.8
92	-0.948258	33.394919	5.567066	0.022438	3.8
93	-0.962573	34.394919	5.466568	0.017443	3.7
94	-0.952049	33.836462	5.522240	0.015666	3.6
95	-0.961393	33.278004	5.579057	0.017329	3.8
96	-0.965171	34.278004	5.478130	0.020478	3.8
97	-0.967621	33.719546	5.534039	0.019656	3.7
98	-0.939952	34.719546	5.434719	0.015991	3.6
99	-0.964568	35.464043	5.363061	0.024053	3.8
100	-0.963285	34.911385	5.416072	0.014054	3.5
101	-0.967693	35.905279	5.321476	0.015482	3.8
102	-0.935877	35.346926	5.374208	0.012403	3.8
103	-0.963375	36.344178	5.280747	0.011406	3.7
104	-0.977330	37.336929	5.190882	0.009608	4.2
105	-0.949691	38.305697	5.106088	0.020049	3.8
106	-0.981622	37.747248	5.154626	0.014625	3.8
107	-0.973899	37.188831	5.204093	0.011817	3.7
108	-0.967920	36.630373	5.254522	0.011429	3.8
109	-0.988440	37.609974	5.166699	0.012972	3.7
110	-0.956262	38.609565	5.080059	0.013096	3.6
111	-0.966762	39.609563	4.996243	0.016495	3.8
112	-0.964059	40.609563	4.915147	0.012000	3.7
113	-0.953467	40.480282	4.925483	0.020756	3.6
114	-0.948529	41.464188	4.847899	0.010527	3.7
115	-0.949683	42.458313	4.771953	0.015062	3.8
116	-0.944464	43.458288	4.697923	0.011674	3.8
117	-0.975497	42.899941	4.738973	0.015788	3.7
118	-0.944272	43.899770	4.665966	0.009523	3.6
119	-0.949571	43.341539	4.706448	0.012713	3.7
120	-0.968770	42.790134	4.747130	0.015282	3.7
121	-0.963786	43.790036	4.673868	0.013438	3.7
122	-0.976259	44.663170	4.611719	0.015283	3.7
123	-0.966810	45.663170	4.542540	0.013891	3.8
124	-0.990322	45.104923	4.580901	0.010275	3.7
125	-0.988816	46.104749	4.512648	0.012889	3.8
126	-0.993459	45.559310	4.549628	0.008967	3.5
127	-0.952336	45.132988	4.578957	0.013131	3.7
128	-0.966131	44.575493	4.617885	0.016467	3.8
129	-0.966795	45.575491	4.548522	0.009788	3.7
130	-0.980310	45.047135	4.584909	0.007572	3.8
131	-0.988528	46.015737	4.518641	0.014690	3.6
132	-0.965999	46.011024	4.518959	0.015092	3.0
133	-0.942875	45.888025	4.527269	0.007899	3.9
134	-0.955743	45.329634	4.565382	0.016440	3.7
135	-0.996072	44.771230	4.604142	0.018808	3.7
136	-0.942872	45.771230	4.535188	0.013131	3.6
137	-0.934004	46.771230	4.468269	0.011821	3.7
138	-0.973202	46.212776	4.505395	0.014720	3.7
139	-0.938727	45.770798	4.535217	0.017682	3.8
140	-0.968709	45.212438	4.573462	0.011116	3.6
141	-0.931187	46.212437	4.505417	0.010933	3.7
142	-0.947565	45.796817	4.533451	0.009402	3.7
143	-1.005661	46.796505	4.466603	0.016666	3.6
144	-0.958079	46.241987	4.503438	0.008855	3.7
145	-0.966367	47.241982	4.437446	0.018684	3.8
146	-0.973828	48.001751	4.388586	0.016799	3.7
147	-0.958417	49.001751	4.325893	0.018466	3.7
148	-0.979369	48.443293	4.360682	0.010813	3.5
149	-0.979961	47.885007	4.396023	0.012753	3.6
150	-0.958052	47.326567	4.431952	0.015234	4.1
151	-0.968234	48.302916	4.369514	0.016946	4.8
152	-0.940208	48.471117	4.358935	0.016008	3.5
153	-0.982271	49.471117	4.297081	0.018566	4.5
154	-0.965144	50.471117	4.236958	0.022354	3.8
155	-0.943228	51.471117	4.178493	0.010760	3.8
156	-0.950752	50.914802	4.210817	0.013996	3.0
157	-0.995257	50.358240	4.243660	0.018705	3.8
158	-0.999611	51.358239	4.185012	0.013408	3.7
159	-0.938531	52.358239	4.127963	0.014614	3.7
160	-0.941440	51.799783	4.159629	0.015519	3.7
161	-0.945746	51.241326	4.191785	0.010941	3.9
162	-0.971737	52.241315	4.134553	0.017201	4.2
163	-0.990012	53.241312	4.078862	0.012718	3.7
164	-0.975135	53.850725	4.045653	0.012386	3.7
165	-0.962066	54.850725	3.992316	0.019255	3.8
166	-0.980528	54.294160	4.021827	0.015365	3.7
167	-0.964318	55.226571	3.972632	0.017027	3.6
168	-0.971276	56.226571	3.921190	0.014798	3.6
169	-0.969376	55.668113	3.949753	0.019135	3.7
170	-0.999171	56.668113	3.898899	0.015340	3.9
171	-0.989860	56.109655	3.927136	0.010533	3.6
172	-0.974966	57.065230	3.879065	0.021665	3.7
173	-0.947234	56.506775	3.907014	0.011302	3.8
174	-0.961454	56.453144	3.909720	0.016244	3.7
175	-0.972030	57.453139	3.859885	0.010308	3.6
176	-0.970869	56.898006	3.887392	0.015824	3.8
177	-0.955366	57.897743	3.838134	0.007869	3.7
178	-0.953083	57.339298	3.865494	0.015046	3.7
179	-0.950686	56.781686	3.893206	0.018841	3.7
180	-0.978648	56.223232	3.921360	0.015451	3.8
181	-0.947801	55.711440	3.947522	0.011802	3.7
182	-0.960457	56.681357	3.898234	0.015424	3.5
183	-0.969602	56.122899	3.926461	0.013606	3.0
184	-0.986912	55.564441	3.955101	0.015868	3.6
185	-0.969443	56.564441	3.904110	0.013857	3.7
186	-0.963944	56.005983	3.932423	0.016607	3.5
187	-0.983104	55.447525	3.961150	0.015189	3.6
188	-0.930994	54.889068	3.990299	0.016214	3.6
189	-0.990826	54.390703	4.016677	0.010932	4.1
190	-0.990778	53.845497	4.045936	0.017016	3.8
191	-0.975883	53.287053	4.076351	0.016506	3.8
192	-0.947601	52.819918	4.102146	0.016809	3.7
193	-0.970402	53.819918	4.047319	0.023915	3.9
194	-0.922967	54.819918	3.993938	0.014269	3.3
195	-0.956093	54.261460	4.023574	0.018706	3.4
196	-0.941366	53.704279	4.053584	0.014923	3.3
197	-0.960200	53.145821	4.084115	0.015470	3.3
198	-0.974350	54.145821	4.029766	0.010853	3.1
199	-0.924837	55.145813	3.976845	0.021100	3.4
200	-0.976806	55.841716	3.940829	0.008183	3.2
201	-0.959330	55.283569	3.969663	0.013753	3.3
202	-0.980700	54.725249	3.998932	0.017056	3.3
203	-0.985618	55.725230	3.946812	0.010767	3.3
204	-0.975756	56.725225	3.896034	0.017428	3.2
205	-0.982809	57.725156	3.846548	0.017747	3.3
206	-0.954344	57.166698	3.874029	0.014219	3.2
207	-0.944789	56.608282	3.901904	0.015849	3.3
208	-0.968450	56.049824	3.930185	0.011558	3.2
209	-0.956910	57.049813	3.879831	0.010519	3.4
210	-0.978437	58.045333	3.830967	0.016670	3.7
211	-0.913561	59.040978	3.783313	0.009665	3.3
212	-0.965503	58.482678	3.809888	0.014058	3.2
213	-0.960873	57.924991	3.836809	0.024138	3.2
214	-0.934709	57.373096	3.863827	0.014549	3.4
215	-0.954161	58.373096	3.815148	0.016321	3.3
216	-0.963449	59.373096	3.767680	0.014561	3.2
217	-0.983893	58.818102	3.793877	0.011869	3.4
218	-0.960366	59.795755	3.747970	0.020371	3.4
219	-0.930626	60.795755	3.702149	0.010051	3.4
220	-0.968136	61.795726	3.657436	0.010064	3.4
221	-0.948997	62.793159	3.613900	0.011748	3.3
222	-0.973756	63.758076	3.572758	0.015177	3.3
223	-0.940106	63.277458	3.593133	0.015782	3.4
224	-0.962296	64.277458	3.550998	0.011905	3.2
225	-0.919502	65.277458	3.509840	0.012750	3.3
226	-0.931648	64.727167	3.532370	0.014135	3.3
227	-0.980950	64.172630	3.555369	0.020063	3.3
228	-0.962506	63.614172	3.578834	0.016970	3.3
229	-0.964767	64.614171	3.537032	0.014144	3.2
230	-0.944926	65.614171	3.496196	0.011777	3.4
231	-1.000341	65.055715	3.518884	0.011679	3.2
232	-0.957557	66.012777	3.480180	0.010760	3.3
233	-0.977871	65.454517	3.502652	0.012257	3.2
234	-0.970402	64.898015	3.525344	0.007748	3.3
235	-0.937003	64.375427	3.546923	0.020739	3.4
236	-0.952318	63.836829	3.569441	0.014324	3.3
237	-1.004686	64.836829	3.527857	0.022341	3.3
238	-0.971075	64.278372	3.550960	0.011700	3.4
239	-0.927127	63.724439	3.574176	0.013249	3.3
240	-0.942853	63.189917	3.596869	0.011249	3.3
241	-0.968861	64.188664	3.554699	0.019003	3.2
242	-0.984668	65.177470	3.513913	0.010762	3.3
243	-0.964817	66.174778	3.473712	0.016325	3.3
244	-0.967774	67.174778	3.434316	0.015206	3.4
245	-0.961643	68.174778	3.395804	0.013046	3.3
246	-0.966046	69.174778	3.358146	0.015219	3.2
247	-0.954565	68.616320	3.379073	0.020065	3.6
248	-0.969522	69.616301	3.341784	0.016401	3.8
249	-0.968337	69.961224	3.329112	0.021953	3.6
250	-0.944849	70.961224	3.292911	0.011848	3.6
251	-0.948450	71.961223	3.257488	0.010352	3.7
252	-0.957051	72.574264	3.236147	0.020813	3.5
253	-0.967412	72.015905	3.255573	0.015151	3.6
254	-0.973684	73.015905	3.220945	0.014814	3.6
255	-0.986043	72.458755	3.240147	0.019172	3.6
256	-0.983257	73.455668	3.205949	0.015991	3.7
257	-0.952133	74.455668	3.172364	0.016730	3.8
258	-0.978061	73.897261	3.191031	0.016626	3.8
259	-0.951226	73.338803	3.209921	0.015045	3.6
260	-0.980343	74.338803	3.176252	0.012915	3.6
261	-0.939256	73.780507	3.194962	0.017461	3.6
262	-0.935826	73.259657	3.212616	0.014929	3.6
263	-0.974573	72.701361	3.231758	0.014689	3.6
264	-0.975211	72.145633	3.251039	0.017031	3.7
265	-0.985825	71.587175	3.270648	0.010677	3.9
266	-0.964222	72.587151	3.235702	0.018091	3.8
267	-0.973684	73.582612	3.201647	0.021131	3.7
268	-0.923444	73.024290	3.220658	0.014437	3.0
269	-0.987856	72.465832	3.239902	0.016758	3.8
270	-0.938393	73.406380	3.207623	0.012770	3.7
271	-0.990000	72.847968	3.226709	0.012106	3.7
272	-0.962870	73.847967	3.192689	0.020414	3.5
273	-0.977291	73.289638	3.211595	0.013009	3.6
274	-0.945972	72.731182	3.230729	0.015662	3.7
275	-0.973351	73.580697	3.201711	0.012304	3.6
276	-0.953874	74.567480	3.168652	0.021221	3.7
277	-0.938952	74.009022	3.187277	0.016434	3.6
278	-0.941348	74.064233	3.185426	0.017350	3.7
279	-0.947101	75.064223	3.152267	0.014552	3.2
280	-0.953847	76.064170	3.119793	0.015023	3.2
281	-0.988546	77.064170	3.087979	0.018447	3.3
282	-0.959313	78.064170	3.056807	0.014749	3.3
283	-0.978573	79.064169	3.026259	0.013153	3.7
284	-0.956128	78.505711	3.043243	0.012699	3.3
285	-0.933869	79.505710	3.012964	0.012988	3.3
286	-0.975782	78.947295	3.029798	0.020069	3.2
287	-0.956781	79.944475	2.999868	0.012610	3.3
288	-1.004905	80.883555	2.972218	0.019068	3.3
289	-0.973630	81.883325	2.943335	0.013969	3.4
290	-0.950544	82.883325	2.915002	0.014271	3.2
291	-0.933640	82.326139	2.930721	0.011001	3.2
292	-0.951972	83.323501	2.902703	0.010898	3.3
293	-0.963892	82.869819	2.915381	0.017441	3.3
294	-0.967443	82.313729	2.931073	0.012736	3.2
295	-0.933272	83.312208	2.903017	0.019982	3.2
296	-0.944929	82.792941	2.917540	0.012644	3.1
297	-0.999116	83.783992	2.889946	0.013113	3.7
298	-0.946465	83.225736	2.905425	0.010754	4.2
299	-0.970505	82.667289	2.921077	0.007871	3.8
300	-0.996704	83.660306	2.893361	0.016357	4.0
301	-0.948249	84.309104	2.875536	0.013271	3.9
302	-0.975282	83.750646	2.890866	0.010921	3.2
303	-0.968508	84.744615	2.863693	0.009886	3.3
304	-0.971208	84.189285	2.878811	0.011828	3.4
305	-0.933219	83.802737	2.889429	0.019584	3.3
306	-0.967990	83.703186	2.892176	0.016691	3.2
307	-0.943888	84.703186	2.864815	0.007631	3.2
308	-0.928688	85.538407	2.842356	0.013781	3.2
309	-0.945300	84.990065	2.857061	0.007981	3.4
310	-0.979502	84.492588	2.870534	0.011348	3.2
311	-0.955444	84.966612	2.857693	0.016610	3.4
312	-0.948371	85.964758	2.831027	0.024023	3.3
313	-0.977702	85.406304	2.845885	0.015554	3.4
314	-0.952759	84.848632	2.860879	0.011078	3.4
315	-0.964133	84.290185	2.876052	0.014536	3.3
316	-0.978671	84.998403	2.856836	0.015591	3.3
317	-0.982228	84.440389	2.871955	0.016641	3.3
318	-0.966287	85.432585	2.845182	0.012592	3.1
319	-0.964175	86.432580	2.818699	0.014170	4.0
320	-0.946038	85.874122	2.833428	0.018913	3.5
321	-0.964744	86.874122	2.807162	0.021177	3.2
322	-0.986528	87.874122	2.781378	0.009114	3.2
323	-0.966296	88.533391	2.764637	0.011545	3.3
324	-0.965361	88.450717	2.766726	0.008215	3.3
325	-0.963202	88.275559	2.771160	0.015022	3.2
326	-0.948642	87.717105	2.785395	0.014120	2.7
327	-0.964172	88.716900	2.760013	0.014222	3.3
328	-0.949354	88.158442	2.774133	0.015704	3.4
329	-0.950340	87.599984	2.788399	0.017081	3.2
330	-0.951990	87.679791	2.786351	0.020688	3.3
331	-0.973780	88.679791	2.760947	0.017095	3.3
332	-0.959846	88.121333	2.775077	0.010661	3.2
333	-0.952609	87.594266	2.788546	0.015812	3.8
334	-0.996900	88.594045	2.763107	0.023144	3.3
335	-0.955951	89.594045	2.738123	0.014581	3.2
336	-0.943210	90.594045	2.713586	0.016581	3.3
337	-0.955504	90.763378	2.709475	0.020521	3.4
338	-0.969014	91.760839	2.685508	0.015619	3.2
339	-0.943831	91.259433	2.697502	0.009480	3.3
340	-0.967494	90.713044	2.710696	0.015724	3.3
341	-0.960873	91.626263	2.688716	0.011828	3.2
342	-0.944106	92.304484	2.672622	0.014782	3.4
343	-0.983639	91.746028	2.685860	0.015213	3.3
344	-0.972666	91.234696	2.698097	0.013671	3.3
345	-0.963673	92.234668	2.674270	0.010660	3.3
346	-0.988531	93.226595	2.651047	0.012247	3.2
347	-0.957555	92.685713	2.663660	0.009169	3.3
348	-0.940358	92.127262	2.676809	0.011376	3.2
349	-0.954993	91.573795	2.689970	0.013821	3.2
350	-0.961089	91.223848	2.698358	0.013646	2.7
351	-0.963785	90.665397	2.711853	0.010239	3.2
352	-0.963251	91.623288	2.688787	0.010224	3.2
353	-0.970966	92.619155	2.665220	0.014434	3.2
354	-0.952990	92.060698	2.678385	0.007348	3.1
355	-0.966730	93.054088	2.655057	0.015182	3.3
356	-0.955836	94.051550	2.632038	0.012937	3.3
357	-0.976117	93.493099	2.644876	0.017160	3.2
358	-0.952114	92.934852	2.657835	0.014589	3.1
359	-0.954442	93.934852	2.634711	0.013335	3.4
360	-0.941424	93.376666	2.647569	0.018110	3.2
361	-0.970140	94.226273	2.628047	0.013326	3.4
362	-0.970233	93.746713	2.639031	0.013812	3.3
363	-0.951243	93.188259	2.651937	0.015150	3.3
364	-1.005044	94.092560	2.631100	0.015816	3.3
365	-0.958995	95.092553	2.608437	0.008847	3.2
366	-0.943607	94.540510	2.620900	0.010076	3.4
367	-0.985501	95.540496	2.598411	0.010919	3.3
368	-0.940189	94.988255	2.610782	0.012699	3.2
369	-0.934818	95.944029	2.589445	0.010559	3.3
370	-0.992778	96.917475	2.568068	0.009547	3.2
371	-0.971364	96.518765	2.576781	0.010319	3.3
372	-0.953375	97.358790	2.558493	0.018110	3.2
373	-0.978937	98.358340	2.537067	0.014421	3.3
374	-0.940205	97.799883	2.548993	0.012918	3.3
375	-0.987839	98.799883	2.527716	0.015643	3.3
376	-0.983845	98.247434	2.539426	0.015427	3.2
377	-0.937354	97.688983	2.551375	0.009818	3.3
378	-0.967857	97.167352	2.562638	0.015040	3.2
379	-0.971276	96.849043	2.569559	0.017488	3.3
380	-0.940571	97.849042	2.547939	0.012700	3.2
381	-0.942272	98.849002	2.526680	0.014939	3.2
382	-0.938997	98.639158	2.531112	0.010451	3.3
383	-0.934646	99.638350	2.510148	0.013407	3.3
384	-0.993808	99.079892	2.521822	0.019463	3.3
385	-0.971802	99.684774	2.509182	0.012851	3.3
386	-0.935108	100.676926	2.488722	0.012497	3.4
387	-0.982416	101.624051	2.469500	0.015185	3.3
388	-0.956523	102.624050	2.449524	0.015793	3.3
389	-0.954119	102.065592	2.460640	0.008429	3.3
390	-1.006274	101.526372	2.471469	0.013921	3.3
391	-0.992525	101.077338	2.480559	0.012701	3.3
392	-0.946803	102.077033	2.460411	0.013071	3.3
393	-0.921720	101.730301	2.467362	0.018610	3.3
394	-0.949042	102.730291	2.447421	0.014908	3.3
395	-0.982780	102.171833	2.458517	0.007685	3.2
396	-0.979874	101.617184	2.469638	0.011914	3.2
397	-0.988725	102.578545	2.450426	0.016611	3.3
398	-0.967682	102.020087	2.461550	0.013493	2.7
399	-0.961213	101.463265	2.472742	0.014128	3.2
400	-0.954423	101.610075	2.469781	0.017278	3.3
401	-0.937900	102.610075	2.449801	0.014294	3.3
402	-0.971101	102.051711	2.460917	0.021849	3.2
403	-0.950377	101.493254	2.472137	0.008520	3.2
404	-0.956929	100.934796	2.483459	0.014690	3.4
405	-0.946879	101.930815	2.463338	0.014015	3.4
406	-0.940067	101.372360	2.474579	0.012186	3.3
407	-0.931845	101.458429	2.472840	0.013261	3.3
408	-0.973254	102.458429	2.452810	0.013000	3.2
409	-0.966952	101.899974	2.463956	0.014311	3.3
410	-0.954542	101.341989	2.475193	0.016165	3.3
411	-0.969350	102.320935	2.455545	0.009310	3.2
412	-0.932643	102.728866	2.447449	0.009518	3.3
413	-0.923037	103.025492	2.441596	0.013551	3.2
414	-0.945257	103.020289	2.441698	0.011629	3.2
415	-0.983658	104.018022	2.422211	0.010733	3.3
416	-0.952236	105.007966	2.403182	0.017829	3.3
417	-0.971045	106.007940	2.384261	0.013412	3.3
418	-0.969973	107.007940	2.365635	0.018722	3.4
419	-0.954067	108.007940	2.347298	0.016404	3.2
420	-0.964110	108.978690	2.329767	0.012814	3.2
421	-0.945172	109.462740	2.321123	0.014017	3.2
422	-0.956312	110.461694	2.303485	0.014678	3.3
423	-0.972918	111.461677	2.286096	0.015440	3.3
424	-0.951079	110.908746	2.295679	0.011241	3.3
425	-0.923618	110.353323	2.305386	0.010809	3.7
426	-0.970576	109.795099	2.315225	0.014855	3.4
427	-0.954442	109.508265	2.320313	0.011562	3.2
428	-0.968956	110.498066	2.302848	0.012031	3.4
429	-0.958354	109.939620	2.312670	0.018773	3.2
430	-0.991546	110.939620	2.295141	0.015047	3.3
431	-0.956190	111.939620	2.277877	0.011974	3.2
432	-0.971614	111.399942	2.287162	0.014672	3.2
433	-0.943613	112.396837	2.270069	0.012963	3.2
434	-0.961452	111.838402	2.279613	0.019391	3.4
435	-0.937024	111.279945	2.289237	0.014763	3.3
436	-0.934917	110.721568	2.298941	0.011876	3.3
437	-0.984131	111.717801	2.281684	0.019204	3.2
438	-0.986889	111.159343	2.291326	0.016257	3.3
439	-0.986384	112.159343	2.274118	0.017656	3.3
440	-0.964262	111.600887	2.283696	0.013361	3.2
441	-0.977119	112.600886	2.266602	0.014311	3.2
442	-0.950754	112.043193	2.276104	0.015913	3.3
443	-0.987615	113.043189	2.259123	0.014931	3.2
444	-0.981814	113.040546	2.259168	0.013939	2.7
445	-0.940937	114.040545	2.242438	0.014574	3.2
446	-0.944348	115.025729	2.226197	0.013068	3.4
447	-0.973048	115.988516	2.210551	0.015885	3.3
448	-0.955546	116.988508	2.194531	0.015053	3.3
449	-0.990873	117.988507	2.178742	0.014256	3.3
450	-0.947502	118.988507	2.163178	0.015465	3.3
451	-0.910290	119.701951	2.152210	0.015954	3.2
452	-0.982641	120.682438	2.137316	0.015851	4.4
453	-0.950563	120.125151	2.145756	0.010415	3.3
454	-0.986888	121.125151	2.130658	0.022076	3.3
455	-0.958828	122.124176	2.115786	0.014618	3.3
456	-0.961477	123.124176	2.101105	0.016835	3.6
457	-0.968676	122.565718	2.109279	0.013832	4.2
458	-0.963354	123.565279	2.094694	0.009155	4.7
459	-0.955977	123.008508	2.102793	0.016351	4.4
460	-0.961230	124.008507	2.088292	0.015465	3.6
461	-0.926474	123.450090	2.096365	0.010775	3.3
462	-0.936996	124.425122	2.082309	0.015210	3.3
463	-0.984483	125.424867	2.068092	0.009589	3.1
464	-0.950503	124.881617	2.075793	0.012198	3.3
465	-0.947953	125.616106	2.065394	0.019190	3.1
466	-0.975651	126.615801	2.051407	0.013312	3.6
467	-0.984199	127.464193	2.039684	0.020367	3.4
468	-1.004657	127.937293	2.033205	0.013136	3.2
469	-0.966188	127.382274	2.040810	0.014834	3.2
470	-0.955370	126.823817	2.048520	0.015791	3.2
471	-0.982433	126.391571	2.054528	0.013096	3.3
472	-0.944709	127.385801	2.040762	0.016736	3.2
473	-0.974950	128.378693	2.027197	0.009781	3.1
474	-0.977792	127.848360	2.034420	0.017147	3.4
475	-0.987887	128.848359	2.020844	0.010375	3.3
476	-0.953663	129.840589	2.007550	0.011984	3.3
477	-0.973251	130.840053	1.994336	0.021708	3.2
478	-0.970374	131.840053	1.981288	0.013153	3.2
479	-0.966120	131.281595	1.988553	0.016458	3.3
480	-0.968720	132.281595	1.975580	0.013801	3.3
481	-0.956919	131.723138	1.982804	0.013650	3.3
482	-0.954739	131.255635	1.988892	0.012088	3.2
483	-0.934707	130.697412	1.996211	0.012914	3.4
484	-0.983674	130.169038	2.003189	0.014645	3.2
485	-0.982634	131.164465	1.990084	0.013804	3.4
486	-0.957835	132.157266	1.977184	0.013665	3.2
487	-0.950801	131.607374	1.984308	0.013697	3.3
488	-0.990643	131.048916	1.991597	0.014255	3.5
489	-0.956441	132.035390	1.978759	0.017376	3.3
490	-0.963246	131.487095	1.985874	0.007873	3.2
491	-0.958908	131.115133	1.990730	0.012068	3.3
492	-0.936398	132.114429	1.977737	0.014556	3.2
493	-0.960224	131.555989	1.984977	0.007217	3.3
494	-0.967079	131.118632	1.990684	0.012702	3.2
495	-0.966897	132.094562	1.977994	0.012470	3.2
496	-0.954655	131.804532	1.981748	0.012178	3.3
497	-0.947044	131.246079	1.989017	0.015578	3.5
498	-0.935546	130.732025	1.995756	0.010780	3.3
499	-0.991256	131.143248	1.990362	0.014547	3.3
