1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
104	-1.399776	410.154691	0.009652	4.2
105	-1.051933	408.958904	0.026787	3.8
106	-0.776389	407.772368	0.007099	4.2
107	-0.839812	406.594968	0.006685	4.8
108	-0.907183	405.426590	0.013916	4.4
109	-1.201374	404.267122	0.007987	3.8
110	-0.620436	403.116456	0.012250	4.2
111	-0.000053	401.974481	0.000012	4.6
112	-1.228212	400.841093	0.007307	3.6
113	-1.221304	399.716187	0.008807	3.7
114	-1.342747	398.599660	0.016676	4.2
115	-0.695053	397.491411	0.009162	5.2
116	-0.000000	396.391342	0.000000	3.4
117	-1.202684	395.299353	0.025566	3.8
118	-0.192208	394.215350	0.007972	4.6
119	-0.000000	393.139238	0.000000	4.9
120	-0.973257	392.070924	0.006166	3.8
121	-1.208832	391.010316	0.009685	3.7
122	-1.202267	389.957325	0.008398	4.9
123	-0.290060	388.911862	0.008810	4.3
124	-0.014704	387.873839	0.001760	3.8
125	-1.266795	386.843173	0.011777	3.7
126	-1.268429	385.819777	0.018740	5.8
127	-0.964249	384.803569	0.007928	3.9
128	-0.945305	383.794468	0.021121	4.0
129	-0.003631	382.792393	0.000613	3.8
130	-1.407243	381.797264	0.009489	4.6
131	-0.027387	380.809005	0.002485	3.8
132	-1.184574	379.827537	0.019773	3.9
133	-1.509946	378.852786	0.007441	3.8
134	-1.057660	377.884678	0.007067	4.8
135	-1.359534	376.923138	0.018613	3.9
136	-0.956931	375.968095	0.006027	4.0
137	-1.036987	375.019479	0.005537	3.7
138	-0.973986	374.077218	0.007221	4.7
139	-1.000910	373.141244	0.013057	3.8
140	-1.343616	372.211489	0.013735	3.7
141	-0.069794	371.287887	0.005752	3.9
142	-1.231533	370.370370	0.010683	4.6
143	-0.845574	369.458876	0.007155	3.8
144	-1.086881	368.553338	0.020549	3.8
145	-0.000017	367.653696	0.000004	3.8
146	-1.364768	366.759885	0.009390	4.7
147	-1.630711	365.871846	0.014679	4.1
148	-0.893560	364.989518	0.005287	3.8
149	-0.000014	364.112841	0.000003	4.0
150	-0.001420	363.241757	0.000230	5.2
151	-1.308786	362.376208	0.009432	3.9
152	-1.168876	361.516137	0.010574	3.8
153	-0.000000	360.661488	0.000000	3.7
154	-0.564171	359.812206	0.013701	5.1
155	-1.334288	358.968236	0.008714	3.8
156	-1.316877	358.129524	0.008359	3.8
157	-1.077043	357.296018	0.020249	3.8
158	-0.952902	356.467665	0.006271	4.8
159	-0.987449	355.644414	0.015823	3.9
160	-1.252164	354.826213	0.015454	3.6
161	-1.053163	354.013012	0.012870	3.7
162	-0.000000	353.204763	0.000000	4.6
163	-0.446568	352.401415	0.008533	4.2
164	-1.116243	351.602922	0.010399	3.8
165	-1.417923	350.809235	0.004090	3.7
166	-1.260248	350.020308	0.013418	4.3
167	-0.582970	349.236095	0.005266	4.1
168	-0.585420	348.456550	0.005752	4.2
169	-1.315226	347.681627	0.012059	3.9
170	-1.287428	346.911283	0.012197	4.2
171	-1.319144	346.145474	0.006374	4.4
172	-0.000000	345.384157	0.000000	3.7
173	-1.071217	344.627288	0.011661	3.9
174	-0.911500	343.874826	0.019977	4.2
175	-0.472982	343.126729	0.010026	4.3
176	-0.358945	342.382957	0.003229	3.7
177	-1.257083	341.643469	0.011101	3.5
178	-0.289131	340.908224	0.006034	4.3
179	-1.150876	340.177184	0.009376	4.3
180	-0.633641	339.450309	0.013302	3.8
181	-0.748424	338.727561	0.011222	3.7
182	-0.058588	338.008902	0.003866	4.2
183	-0.282462	337.294295	0.006378	4.6
184	-1.084454	336.583703	0.012341	3.7
185	-0.951881	335.877089	0.005543	3.8
186	-1.095376	335.174416	0.003955	5.0
187	-0.862821	334.475651	0.016492	4.4
188	-0.000147	333.780756	0.000033	3.8
189	-1.466063	333.089698	0.009573	3.6
190	-1.588498	332.402443	0.004594	5.3
191	-1.616607	331.718955	0.015778	4.0
192	-1.293978	331.039203	0.015414	3.9
193	-0.952214	330.363153	0.013907	3.9
194	-1.294574	329.690771	0.012737	4.7
195	-1.222296	329.022027	0.014089	4.1
196	-0.290336	328.356888	0.004820	3.8
197	-0.773704	327.695322	0.013587	4.0
198	-0.563887	327.037299	0.005698	4.4
199	-1.181469	326.382787	0.010018	4.5
200	-1.328685	325.731758	0.009769	3.7
201	-1.270257	325.084179	0.004730	3.8
202	-1.029550	324.440023	0.012462	4.6
203	-0.092346	323.799258	0.002335	4.0
204	-1.297910	323.161858	0.020821	3.7
205	-1.175418	322.527792	0.010878	3.7
206	-0.000000	321.897034	0.000000	4.5
207	-0.141186	321.269554	0.002883	4.2
208	-0.380291	320.645325	0.003158	3.8
209	-0.000000	320.024320	0.000000	3.8
210	-0.361625	319.406512	0.004071	4.6
211	-0.985130	318.791875	0.008967	3.9
212	-1.471703	318.180381	0.010319	4.6
213	-1.633504	317.572005	0.015147	3.8
214	-1.031053	316.966721	0.002979	4.8
215	-1.157501	316.364504	0.010208	3.7
216	-1.413959	315.765329	0.016015	3.9
217	-1.056420	315.169170	0.009303	3.7
218	-0.553577	314.576003	0.004945	5.0
219	-0.819793	313.985804	0.009842	4.4
220	-1.299819	313.398548	0.004551	3.6
221	-1.343529	312.814213	0.013246	3.9
222	-1.087233	312.232773	0.016425	4.3
223	-1.504700	311.654207	0.014967	4.3
224	-0.783627	311.078491	0.011120	3.9
225	-0.000000	310.505602	0.000000	4.0
226	-0.329744	309.935518	0.007015	4.4
227	-0.475300	309.368217	0.017760	4.5
228	-0.750135	308.803676	0.009354	3.7
229	-0.991333	308.241874	0.006253	4.0
230	-1.194790	307.682789	0.014841	5.8
231	-1.317557	307.126400	0.009005	3.6
232	-1.353158	306.572687	0.013377	3.7
233	-1.252006	306.021627	0.014353	4.9
234	-1.160088	305.473201	0.014453	4.7
235	-1.537603	304.927388	0.009183	3.9
236	-1.280482	304.384168	0.007823	4.2
237	-0.889791	303.843521	0.007089	5.8
238	-1.085466	303.305427	0.006431	4.0
239	-0.758173	302.769867	0.012096	3.8
240	-1.506949	302.236821	0.015470	3.7
241	-1.235211	301.706270	0.003756	5.3
242	-1.358421	301.178196	0.007084	3.7
243	-1.215148	300.652580	0.009555	3.8
244	-0.971000	300.129402	0.007750	4.0
245	-1.334268	299.608645	0.003066	4.6
246	-0.030177	299.090291	0.002432	3.8
247	-1.406359	298.574321	0.015616	3.7
248	-0.826057	298.060718	0.009673	3.8
249	-0.878183	297.549465	0.013062	4.9
250	-1.193485	297.040543	0.016667	4.2
251	-1.396332	296.533936	0.013908	3.8
252	-0.836915	296.029626	0.006417	4.2
253	-0.746045	295.527597	0.011983	5.0
254	-0.000000	295.027832	0.000000	3.7
255	-1.257520	294.530315	0.006965	4.0
256	-1.548683	294.035028	0.008409	4.1
257	-1.267182	293.541956	0.002555	4.7
258	-1.592380	293.051083	0.013886	3.8
259	-1.174520	292.562393	0.005659	4.1
260	-0.300180	292.075870	0.002931	4.1
261	-1.394924	291.591498	0.006750	4.5
262	-1.041271	291.109263	0.016876	3.7
263	-1.206468	290.629149	0.011843	3.6
264	-0.934360	290.151140	0.008784	4.2
265	-1.231130	289.675222	0.017521	4.6
266	-1.080694	289.201380	0.010856	3.7
267	-1.343822	288.729600	0.020463	3.7
268	-0.000000	288.259866	0.000000	4.0
269	-1.198217	287.792165	0.009734	4.8
270	-1.176441	287.326481	0.013165	3.6
271	-0.643964	286.862802	0.006581	3.6
272	-0.015388	286.401113	0.002143	3.7
273	-0.842454	285.941400	0.007725	4.9
274	-1.548556	285.483649	0.004673	4.0
275	-0.000000	285.027847	0.000000	3.8
276	-0.650369	284.573981	0.006091	4.5
277	-1.312905	284.122037	0.009853	4.4
278	-1.245132	283.672002	0.012475	5.1
279	-1.118700	283.223863	0.008901	4.1
280	-1.130927	282.777607	0.012116	4.3
281	-1.049975	282.333221	0.005124	4.8
282	-0.000000	281.890692	0.000000	4.1
283	-0.946617	281.450008	0.011357	3.8
284	-1.116945	281.011157	0.007543	4.2
285	-1.642807	280.574125	0.011677	4.4
286	-0.804606	280.138901	0.009232	3.7
287	-0.453951	279.705473	0.003339	3.8
288	-1.137202	279.273829	0.014619	4.4
289	-1.037879	278.843956	0.015049	4.7
290	-0.899566	278.415844	0.010861	3.7
291	-1.245827	277.989479	0.013431	3.7
292	-1.236084	277.564851	0.006522	4.7
293	-1.199908	277.141949	0.009723	4.4
294	-1.375694	276.720761	0.009293	3.7
295	-1.458567	276.301275	0.036837	3.7
296	-1.186606	275.883480	0.019312	5.4
297	-1.442851	275.467366	0.004177	4.1
298	-1.198193	275.052922	0.007438	3.9
299	-1.540229	274.640136	0.007871	3.7
300	-0.890480	274.228998	0.006268	4.8
301	-1.232797	273.819497	0.016679	4.0
302	-1.388621	273.411623	0.007656	3.8
303	-1.004860	273.005365	0.011378	4.2
304	-0.841345	272.600712	0.005062	5.1
305	-1.311844	272.197655	0.013522	3.9
306	-1.232983	271.796184	0.005624	3.9
307	-1.010048	271.396287	0.017640	4.6
308	-1.088919	270.997956	0.013168	4.4
309	-1.647308	270.601180	0.018872	3.8
310	-0.198080	270.205949	0.005392	3.9
311	-1.503741	269.812254	0.011929	4.4
312	-1.363935	269.420085	0.009012	4.7
313	-0.953370	269.029432	0.005767	3.8
314	-1.403594	268.640287	0.004698	4.3
315	-1.384835	268.252638	0.025151	4.7
316	-0.942665	267.866478	0.013923	4.7
317	-1.289746	267.481796	0.005008	4.0
318	-1.178943	267.098584	0.013448	3.9
319	-1.244061	266.716833	0.005518	4.8
320	-1.220976	266.336533	0.012771	4.4
321	-1.620102	265.957676	0.010613	3.9
322	-0.765563	265.580253	0.005953	3.9
323	-0.422264	265.204254	0.006562	4.8
324	-0.860137	264.829672	0.003162	4.1
325	-0.535994	264.456497	0.009817	3.7
326	-1.519642	264.084721	0.004624	3.8
327	-1.187307	263.714335	0.008376	4.2
328	-1.195227	263.345332	0.004898	4.0
329	-1.325428	262.977702	0.008733	4.4
330	-1.448180	262.611438	0.006287	3.9
331	-0.446565	262.246531	0.008571	4.2
332	-1.125714	261.882973	0.014974	4.6
333	-0.117216	261.520756	0.004644	3.7
334	-0.161595	261.159871	0.002715	3.6
335	-1.127680	260.800312	0.004162	4.2
336	-0.855051	260.442070	0.012306	4.5
337	-1.265165	260.085137	0.009906	3.8
338	-0.945574	259.729505	0.020094	4.0
339	-1.168602	259.375167	0.006144	4.4
340	-0.000000	259.022116	0.000000	4.5
341	-1.256156	258.670343	0.006327	3.8
342	-0.001043	258.319841	0.000195	3.7
343	-1.206127	257.970602	0.007735	4.7
344	-0.061767	257.622620	0.003412	4.3
345	-1.192972	257.275887	0.018143	3.8
346	-1.471529	256.930396	0.013713	3.8
347	-0.950402	256.586139	0.010550	5.6
348	-1.085397	256.243109	0.005395	3.8
349	-1.232098	255.901300	0.009836	4.0
350	-1.218932	255.560703	0.012437	4.1
351	-0.871160	255.221313	0.011284	4.6
352	-1.426535	254.883122	0.012664	4.0
353	-0.000796	254.546124	0.000142	3.9
354	-1.117893	254.210311	0.006762	4.6
355	-0.378083	253.875677	0.003980	4.6
356	-1.351572	253.542215	0.010701	3.8
357	-1.216830	253.209918	0.007676	3.9
358	-0.677149	252.878781	0.012398	4.7
359	-0.463038	252.548795	0.004678	4.4
360	-0.934760	252.219956	0.017264	3.8
361	-1.125182	251.892255	0.016915	3.8
362	-0.000000	251.565688	0.000000	4.4
363	-1.415923	251.240247	0.024532	4.7
364	-0.002431	250.915926	0.000399	3.8
365	-0.001907	250.592720	0.000299	4.0
366	-0.000000	250.270621	0.000000	4.8
367	-1.074151	249.949624	0.008267	4.5
368	-0.000000	249.629723	0.000000	4.0
369	-1.195321	249.310911	0.009338	3.9
370	-0.889148	248.993182	0.005434	4.4
371	-0.812587	248.676531	0.006980	4.5
372	-1.464864	248.360952	0.010634	3.9
373	-0.184096	248.046438	0.005354	3.8
374	-1.319745	247.732984	0.009820	4.6
375	-0.915345	247.420584	0.006982	4.1
376	-1.429505	247.109233	0.006187	3.8
377	-0.794207	246.798924	0.004512	3.7
378	-1.277445	246.489652	0.006706	4.6
379	-0.563739	246.181412	0.008694	4.4
380	-0.860398	245.874197	0.011399	3.9
381	-1.384586	245.568002	0.006652	4.0
382	-1.496819	245.262822	0.015894	4.6
383	-1.691257	244.958652	0.014713	6.2
384	-0.924454	244.655485	0.009305	4.9
385	-1.134800	244.353317	0.003877	4.3
386	-0.647869	244.052142	0.008018	5.2
387	-0.014546	243.751955	0.001285	4.1
388	-1.509624	243.452750	0.007758	4.2
389	-0.931628	243.154523	0.006561	4.7
390	-1.337242	242.857268	0.008960	3.9
391	-1.373598	242.560980	0.010345	3.8
392	-1.095369	242.265654	0.012137	4.1
393	-0.000000	241.971285	0.000000	4.6
394	-1.260561	241.677868	0.004982	3.7
395	-1.601849	241.385397	0.009420	3.8
396	-1.486877	241.093869	0.008427	4.6
397	-1.324827	240.803278	0.009052	5.0
398	-1.277855	240.513619	0.007722	3.8
399	-0.128532	240.224887	0.005408	3.8
400	-1.247606	239.937077	0.018405	4.4
401	-1.488732	239.650186	0.009139	4.6
402	-0.169720	239.364207	0.005003	3.8
403	-0.201551	239.079136	0.006550	3.6
404	-1.715885	238.794969	0.004403	4.8
405	-0.843344	238.511701	0.012101	4.8
406	-0.829663	238.229327	0.012046	3.6
407	-0.000000	237.947843	0.000000	3.6
408	-0.074479	237.667244	0.001458	4.0
409	-1.252304	237.387526	0.012465	4.8
410	-1.279478	237.108684	0.005771	3.5
411	-0.221100	236.830714	0.001953	3.4
412	-1.496907	236.553610	0.009036	4.2
413	-1.260884	236.277370	0.009413	4.4
414	-1.263712	236.001989	0.010155	3.6
415	-1.448474	235.727461	0.012198	3.7
416	-1.448602	235.453784	0.017459	4.3
417	-0.596321	235.180952	0.007187	4.3
418	-0.901175	234.908962	0.004400	3.6
419	-1.135885	234.637809	0.017349	3.8
420	-1.024126	234.367488	0.020962	3.8
421	-0.815422	234.097997	0.011688	5.0
422	-1.622701	233.829331	0.004815	3.7
423	-1.578543	233.561485	0.007321	3.7
424	-0.000000	233.294456	0.000000	3.8
425	-1.135479	233.028239	0.008601	4.4
426	-0.617737	232.762831	0.017902	4.0
427	-0.910619	232.498228	0.007290	3.8
428	-0.938233	232.234425	0.013761	3.9
429	-1.134890	231.971419	0.013233	4.3
430	-1.478614	231.709205	0.004034	4.4
431	-1.436658	231.447781	0.013198	3.6
432	-1.093775	231.187141	0.008881	3.8
433	-1.610282	230.927283	0.012120	4.0
434	-1.508506	230.668202	0.006101	4.4
435	-0.000000	230.409895	0.000000	3.8
436	-1.682735	230.152358	0.008417	3.6
437	-1.285604	229.895587	0.004811	4.1
438	-1.004366	229.639578	0.008586	4.3
439	-0.000427	229.384329	0.000078	3.6
440	-1.217336	229.129834	0.010220	3.6
441	-0.655136	228.876091	0.012903	4.0
442	-1.052586	228.623096	0.007278	4.1
443	-1.165957	228.370846	0.009084	3.7
444	-1.535803	228.119336	0.012604	3.7
445	-0.000000	227.868563	0.000000	4.2
446	-1.603601	227.618525	0.011443	4.6
447	-0.499832	227.369216	0.006415	3.7
448	-1.591908	227.120635	0.005798	3.8
449	-1.515922	226.872777	0.013433	5.3
450	-0.487831	226.625638	0.005017	5.4
451	-1.437779	226.379217	0.010738	3.9
452	-1.633643	226.133509	0.007480	3.9
453	-0.000000	225.888510	0.000000	4.6
454	-1.746670	225.644218	0.010861	4.1
455	-0.728160	225.400630	0.005932	3.8
456	-1.426976	225.157741	0.007908	4.0
457	-1.452702	224.915549	0.005821	5.9
458	-0.810648	224.674051	0.005409	4.1
459	-1.272683	224.433242	0.006279	4.0
460	-1.201271	224.193121	0.007388	4.3
461	-0.223846	223.953684	0.002628	4.7
462	-1.350772	223.714927	0.027576	3.9
463	-0.903919	223.476848	0.009274	3.8
464	-1.163264	223.239444	0.005927	4.4
465	-0.774898	223.002710	0.010050	4.7
466	-1.365476	222.766645	0.009045	3.8
467	-1.117611	222.531245	0.022060	4.5
468	-1.101749	222.296508	0.007540	4.9
469	-1.521747	222.062429	0.015098	4.4
470	-1.483134	221.829007	0.010117	3.9
471	-1.159673	221.596238	0.007796	3.9
472	-1.274746	221.364119	0.003306	4.7
473	-1.602006	221.132647	0.004466	4.4
474	-1.153150	220.901820	0.018727	3.8
475	-0.000519	220.671634	0.000095	3.8
476	-1.291733	220.442086	0.007475	4.9
477	-1.137228	220.213174	0.012708	4.0
478	-1.178742	219.984895	0.014356	4.1
479	-1.468043	219.757246	0.008189	4.7
480	-0.886576	219.530224	0.012504	4.8
481	-0.948627	219.303826	0.006073	3.8
482	-1.516739	219.078050	0.011172	3.7
483	-1.476495	218.852893	0.013733	4.3
484	-1.319432	218.628352	0.013492	4.6
485	-1.397122	218.404424	0.010075	3.8
486	-1.435681	218.181106	0.011326	3.8
487	-1.507641	217.958397	0.008310	4.2
488	-1.140781	217.736292	0.006073	4.8
489	-0.964295	217.514790	0.015854	4.3
490	-1.223990	217.293888	0.004945	3.7
491	-1.185322	217.073584	0.005905	4.5
492	-1.506966	216.853873	0.007462	5.2
493	-1.575176	216.634755	0.003828	3.8
494	-1.084829	216.416227	0.014869	3.8
495	-1.342634	216.198285	0.010550	4.4
496	-0.508006	215.980927	0.005669	4.7
497	-1.258517	215.764151	0.006020	3.7
498	-0.748173	215.547955	0.004280	3.7
499	-1.274894	215.332335	0.040508	4.3
500	-1.327008	215.117289	0.012783	4.7
501	-0.375679	214.902815	0.009458	3.6
502	-0.349586	214.688911	0.005882	3.8
503	-0.506813	214.475573	0.007056	5.5
504	-1.461682	214.262800	0.009818	4.3
505	-1.088730	214.050588	0.007811	3.8
506	-0.885763	213.838936	0.013057	3.8
507	-0.986288	213.627842	0.009417	4.8
508	-0.000001	213.417302	0.000000	3.8
509	-1.391049	213.207314	0.005063	3.8
510	-1.088508	212.997877	0.009067	4.1
511	-0.966608	212.788987	0.015504	5.0
512	-0.000000	212.580642	0.000000	3.9
513	-1.260070	212.372841	0.015671	3.8
514	-1.404007	212.165581	0.011314	5.0
515	-1.342430	211.958859	0.013271	4.7
516	-1.056476	211.752673	0.006925	3.8
517	-1.284496	211.547021	0.009548	4.0
518	-1.397144	211.341902	0.006794	4.8
519	-1.295267	211.137311	0.003447	4.9
520	-0.730483	210.933248	0.010069	3.8
521	-1.661667	210.729710	0.008630	3.7
522	-0.000000	210.526695	0.000000	4.1
523	-0.985235	210.324200	0.006467	4.5
524	-0.611512	210.122224	0.013156	3.8
525	-1.178524	209.920765	0.007402	4.1
526	-1.503799	209.719820	0.015243	6.9
527	-1.540512	209.519387	0.013255	4.6
528	-0.330524	209.319463	0.003623	4.0
529	-1.020935	209.120048	0.020389	5.4
530	-1.274372	208.921139	0.014511	5.2
531	-1.306211	208.722733	0.007141	3.7
532	-1.613905	208.524829	0.017907	3.8
533	-1.436085	208.327425	0.011154	4.3
534	-1.158090	208.130518	0.013904	4.0
535	-1.137280	207.934107	0.005078	4.5
536	-0.883536	207.738189	0.006040	3.9
537	-0.000000	207.542762	0.000000	4.6
538	-1.310768	207.347825	0.009158	4.6
539	-0.001448	207.153376	0.000256	3.8
540	-1.314544	206.959412	0.005759	4.3
541	-1.298901	206.765932	0.009660	4.3
542	-1.477321	206.572933	0.012645	5.3
543	-1.305083	206.380414	0.006029	3.7
544	-0.421188	206.188373	0.003362	4.1
545	-1.383417	205.996807	0.008419	4.2
546	-1.630588	205.805716	0.005838	4.4
547	-1.094060	205.615096	0.004759	3.7
548	-1.004271	205.424946	0.011532	4.1
549	-0.867244	205.235265	0.006548	4.4
550	-1.253892	205.046050	0.011474	4.6
551	-1.234980	204.857299	0.009801	4.3
552	-0.753113	204.669011	0.010601	4.2
553	-1.421787	204.481184	0.017911	4.1
554	-1.025166	204.293816	0.002761	3.7
555	-1.290659	204.106905	0.009922	3.9
556	-0.822327	203.920449	0.006701	4.8
557	-0.914328	203.734447	0.010314	4.8
558	-0.000000	203.548896	0.000000	3.6
559	-0.786997	203.363795	0.003796	3.8
560	-0.554547	203.179143	0.008549	4.8
561	-1.645778	202.994937	0.008614	4.3
562	-0.831456	202.811176	0.014611	3.8
563	-1.196978	202.627857	0.021649	3.7
564	-1.050709	202.444980	0.010540	5.1
565	-1.336587	202.262543	0.009368	4.3
566	-0.000000	202.080543	0.000000	3.7
567	-0.963826	201.898979	0.013394	3.7
568	-1.380770	201.717849	0.007553	4.5
569	-0.946253	201.537153	0.009207	4.0
570	-1.062920	201.356887	0.019506	3.8
571	-0.000000	201.177050	0.000000	3.7
572	-1.310586	200.997642	0.012249	4.6
573	-1.476128	200.818659	0.011058	4.4
574	-0.000000	200.640100	0.000000	3.7
575	-0.545237	200.461965	0.004310	3.7
576	-1.301618	200.284250	0.017272	4.7
577	-0.985373	200.106955	0.006318	4.2
578	-1.425422	199.930078	0.006508	3.8
579	-0.723671	199.753617	0.006673	3.8
580	-1.418327	199.577571	0.009384	4.4
581	-0.000000	199.401938	0.000000	4.4
582	-1.612011	199.226717	0.010430	3.7
583	-1.332100	199.051905	0.011154	3.6
584	-1.215506	198.877502	0.003724	4.4
585	-0.890878	198.703506	0.004947	4.5
586	-1.461274	198.529916	0.006121	4.0
587	-1.183027	198.356729	0.012683	3.6
588	-0.844991	198.183944	0.004242	4.3
589	-1.510594	198.011560	0.009118	4.4
590	-1.140059	197.839576	0.015199	3.8
591	-1.137923	197.667989	0.005580	3.7
592	-1.589665	197.496798	0.008758	4.5
593	-1.381337	197.326002	0.009021	4.4
594	-1.624827	197.155600	0.025920	4.0
595	-1.333876	196.985589	0.005578	3.9
596	-0.322294	196.815969	0.003007	4.6
597	-1.457208	196.646738	0.008646	3.9
598	-0.814560	196.477894	0.008712	3.8
599	-1.198471	196.309436	0.012392	3.6
600	-1.588334	196.141363	0.026878	4.9
601	-1.443687	195.973673	0.006658	4.2
602	-0.094897	195.806365	0.005610	3.9
603	-1.142693	195.639437	0.013716	3.8
604	-1.227065	195.472888	0.005536	4.5
605	-1.199932	195.306717	0.026165	3.8
606	-0.855592	195.140922	0.012405	3.8
607	-0.000000	194.975501	0.000000	3.6
608	-1.286111	194.810454	0.007171	5.0
609	-1.473042	194.645779	0.003717	4.1
610	-0.055866	194.481475	0.004659	3.7
611	-1.569041	194.317540	0.005975	3.9
612	-0.000000	194.153973	0.000000	4.1
613	-1.425089	193.990773	0.011410	4.3
614	-0.371306	193.827938	0.010635	4.2
615	-1.177453	193.665467	0.010396	3.7
616	-1.230146	193.503358	0.006558	3.9
617	-0.826422	193.341611	0.009815	4.7
618	-1.439481	193.180224	0.014691	3.7
619	-1.274327	193.019196	0.004115	3.7
620	-0.000000	192.858525	0.000000	4.4
621	-0.976412	192.698210	0.008068	4.3
622	-1.161669	192.538251	0.013644	3.8
623	-1.289108	192.378644	0.010116	3.8
624	-0.676538	192.219391	0.003792	4.5
625	-0.976954	192.060488	0.009644	4.5
626	-1.537070	191.901935	0.010160	3.7
627	-1.329806	191.743730	0.008293	3.8
628	-1.192364	191.585873	0.016493	4.6
629	-0.877774	191.428362	0.007503	4.5
630	-1.591184	191.271196	0.006648	3.7
631	-1.100666	191.114374	0.012337	3.8
632	-1.115292	190.957893	0.014028	5.3
