1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
125	-1.302195	30.538729	4.681804	0.012064	4.1
126	-1.316317	31.538729	4.592693	0.011662	3.3
127	-1.335933	32.538239	4.506951	0.010070	4.0
128	-1.351178	32.495209	4.510576	0.009884	3.9
129	-1.308169	32.452179	4.514208	0.014339	3.1
130	-1.306430	32.409149	4.517844	0.010430	3.7
131	-1.288570	32.366122	4.521487	0.016112	3.7
132	-1.331206	33.366122	4.438320	0.010322	3.5
133	-1.317636	34.366122	4.358157	0.010462	3.8
134	-1.308034	35.366122	4.280838	0.007009	3.7
135	-1.317657	35.323092	4.284108	0.007588	3.6
136	-1.316299	36.323092	4.209372	0.006845	3.1
137	-1.329282	36.419255	4.202323	0.015378	3.6
138	-1.316896	37.419255	4.130389	0.015201	3.5
139	-1.291625	38.419255	4.060876	0.010899	3.8
140	-1.308105	38.376225	4.063819	0.009615	3.8
141	-1.292830	38.333348	4.066756	0.012788	3.9
142	-1.302619	39.333348	3.999351	0.010664	3.6
143	-1.309049	39.290318	4.002205	0.014985	3.7
144	-1.326497	39.247288	4.005064	0.011059	3.7
145	-1.306493	39.204597	4.007904	0.014807	3.8
146	-1.313394	40.204597	3.942420	0.009721	3.1
147	-1.310766	41.204597	3.879042	0.007476	3.7
148	-1.305723	41.161903	3.881706	0.006465	3.7
149	-1.313243	41.119444	3.884359	0.013375	3.8
150	-1.324368	42.115493	3.823059	0.007327	3.8
151	-1.289433	42.857928	3.778610	0.012261	3.6
152	-1.314603	42.814900	3.781158	0.012761	3.6
153	-1.340873	43.414252	3.745976	0.011392	3.9
154	-1.314635	44.414252	3.688710	0.008553	3.7
155	-1.321868	44.371222	3.691138	0.011519	3.7
156	-1.311960	45.371222	3.635525	0.008056	3.7
157	-1.311739	46.310982	3.584768	0.012433	5.3
158	-1.299892	47.310981	3.532291	0.014299	5.1
159	-1.293801	48.310981	3.481328	0.012613	3.6
160	-1.321317	48.267951	3.483490	0.013017	3.7
161	-1.333258	49.267951	3.433916	0.012487	4.9
162	-1.305996	50.267951	3.385733	0.010174	3.6
163	-1.288073	51.267950	3.338883	0.016278	3.7
164	-1.327563	52.267950	3.293312	0.018736	3.7
165	-1.312006	52.224920	3.295247	0.012407	3.7
166	-1.300314	53.224920	3.250852	0.010963	3.6
167	-1.314583	53.181890	3.252738	0.017801	3.6
168	-1.324869	53.139068	3.254616	0.013227	3.7
169	-1.309297	53.096038	3.256507	0.016045	3.8
170	-1.322086	53.053008	3.258399	0.011939	3.7
171	-1.324005	53.014181	3.260108	0.008968	3.6
172	-1.306180	52.971151	3.262005	0.011590	3.6
173	-1.342935	53.971149	3.218495	0.011223	3.8
174	-1.322609	54.971149	3.176130	0.007754	3.1
175	-1.276875	55.971149	3.134866	0.009598	3.7
176	-1.336024	55.928194	3.136616	0.014013	3.6
177	-1.292311	55.885164	3.138372	0.013864	3.7
178	-1.363711	56.885164	3.098077	0.009103	3.6
179	-1.305508	56.851111	3.099432	0.015879	3.7
180	-1.300966	57.851111	3.060125	0.008014	3.6
181	-1.335236	58.851111	3.021802	0.011411	3.6
182	-1.318897	59.851111	2.984427	0.011164	3.8
183	-1.339996	59.808081	2.986016	0.012176	3.7
184	-1.332738	59.765051	2.987607	0.008108	3.7
185	-1.333710	59.722021	2.989200	0.010335	3.6
186	-1.288382	59.679000	2.990794	0.014122	3.7
187	-1.322865	59.635970	2.992390	0.010156	3.7
188	-1.298500	59.592940	2.993987	0.008367	3.6
189	-1.297490	60.592940	2.957293	0.005048	3.6
190	-1.300901	60.549910	2.958853	0.015932	3.7
191	-1.333121	60.506880	2.960416	0.013580	3.5
192	-1.307990	61.506880	2.924535	0.016140	3.9
193	-1.331436	61.463862	2.926060	0.014073	3.5
194	-1.306066	62.463862	2.891002	0.009613	3.9
195	-1.298161	63.463862	2.856775	0.007926	3.7
196	-1.318279	64.461237	2.823435	0.009830	3.6
197	-1.311392	65.370035	2.793726	0.007593	3.4
198	-1.296644	66.369057	2.761781	0.011755	3.8
199	-1.349077	66.326027	2.763142	0.010527	3.8
200	-1.316608	66.282997	2.764504	0.008531	3.7
201	-1.303800	66.394614	2.760974	0.010420	3.6
202	-1.332257	67.394614	2.729739	0.010630	3.5
203	-1.308447	67.351588	2.731068	0.008420	4.1
204	-1.330705	68.351585	2.700503	0.007606	3.7
205	-1.303830	69.351576	2.670615	0.008436	2.9
206	-1.320496	70.161246	2.646895	0.017119	3.8
207	-1.322765	71.161246	2.618175	0.011458	3.8
208	-1.312770	72.161246	2.590071	0.013480	3.3
209	-1.311077	72.118216	2.591268	0.012902	3.5
210	-1.314306	73.118216	2.563736	0.010974	3.7
211	-1.337682	74.118216	2.536783	0.013010	3.7
212	-1.315496	75.118216	2.510390	0.009698	3.9
213	-1.322395	76.118216	2.484541	0.012803	3.6
214	-1.344394	77.104334	2.459567	0.011671	3.7
215	-1.310551	78.104334	2.434750	0.008040	3.7
216	-1.325349	78.061304	2.435807	0.012181	3.8
217	-1.366994	78.018274	2.436866	0.009120	3.6
218	-1.333682	79.017775	2.412513	0.012360	3.5
219	-1.308351	80.017775	2.388631	0.012759	3.6
220	-1.338478	81.017775	2.365218	0.010126	3.8
221	-1.339673	82.017775	2.342258	0.013497	3.7
222	-1.321379	83.016710	2.319764	0.008362	3.8
223	-1.304472	82.973680	2.320724	0.008773	3.6
224	-1.338809	82.930721	2.321683	0.010355	3.6
225	-1.329851	82.887691	2.322645	0.017066	3.7
226	-1.338175	82.844661	2.323607	0.016864	3.8
227	-1.298982	83.844661	2.301445	0.007115	3.7
228	-1.308688	84.844661	2.279701	0.008099	3.9
229	-1.325338	84.801681	2.280628	0.014104	3.7
230	-1.307089	84.758651	2.281555	0.012020	3.6
231	-1.281182	84.715621	2.282484	0.009696	3.5
232	-1.315359	84.672591	2.283414	0.009338	3.7
233	-1.322633	84.629561	2.284344	0.007173	3.8
234	-1.336951	85.629561	2.262921	0.012015	3.7
235	-1.277266	85.586531	2.263834	0.010968	3.6
236	-1.284227	86.586531	2.242792	0.012265	3.7
237	-1.299126	87.586531	2.222138	0.012360	3.5
238	-1.353857	88.586531	2.201860	0.009535	3.9
239	-1.344217	88.543501	2.202725	0.013919	3.7
240	-1.351877	88.500471	2.203591	0.013878	3.8
241	-1.308100	88.457441	2.204457	0.013551	3.9
242	-1.311344	88.414411	2.205324	0.009771	3.8
243	-1.295118	89.414411	2.185351	0.010841	3.7
244	-1.282338	90.408732	2.165847	0.010481	3.7
245	-1.297634	90.371323	2.166574	0.007974	3.6
246	-1.334543	90.328293	2.167412	0.010090	3.9
247	-1.291529	90.307513	2.167816	0.007985	3.6
248	-1.321176	90.264483	2.168655	0.009356	3.5
249	-1.330336	90.221453	2.169494	0.011641	3.7
250	-1.335508	90.178423	2.170333	0.010638	3.9
251	-1.309402	90.135393	2.171174	0.007596	3.9
252	-1.322390	91.120213	2.152103	0.012225	3.9
253	-1.312497	92.120213	2.133078	0.009450	3.6
254	-1.318523	92.157073	2.132383	0.010886	3.8
255	-1.343150	92.122492	2.133035	0.012097	3.7
256	-1.300699	93.122492	2.114344	0.013234	3.2
257	-1.303013	93.079462	2.115142	0.010744	3.6
258	-1.312766	93.036432	2.115940	0.008711	3.7
259	-1.324455	94.036425	2.097546	0.012079	3.8
260	-1.328514	93.993395	2.098331	0.011990	3.8
261	-1.326247	94.993395	2.080241	0.015686	3.7
262	-1.330726	95.993395	2.062460	0.011950	3.6
263	-1.325483	96.993395	2.044981	0.010289	4.0
264	-1.301077	96.950365	2.045727	0.010431	4.1
265	-1.348434	96.907669	2.046468	0.011705	4.8
266	-1.284610	97.895353	2.029467	0.007858	4.1
267	-1.316587	98.895353	2.012540	0.015374	4.0
268	-1.328649	98.852323	2.013263	0.012628	3.7
269	-1.321865	99.852323	1.996604	0.007737	4.2
270	-1.351062	100.852278	1.980219	0.008659	4.5
271	-1.311879	101.849838	1.964140	0.011212	3.7
272	-1.318158	102.849838	1.948281	0.011075	3.9
273	-1.317593	102.808151	1.948937	0.015228	3.8
274	-1.343405	102.765121	1.949614	0.014556	3.7
275	-1.316050	102.722091	1.950292	0.014512	3.6
276	-1.312760	102.679061	1.950971	0.006411	3.1
277	-1.325726	102.636031	1.951650	0.008657	3.7
278	-1.313856	102.615628	1.951972	0.007585	3.4
279	-1.299842	102.816415	1.948806	0.012201	3.7
280	-1.322347	102.773385	1.949484	0.010405	3.6
281	-1.315131	103.773385	1.933860	0.011353	3.1
282	-1.317562	104.773385	1.918484	0.010398	3.8
283	-1.277035	105.773385	1.903351	0.008206	3.8
284	-1.279593	106.773385	1.888455	0.013658	3.7
285	-1.340248	106.993525	1.885207	0.011366	3.7
286	-1.326911	106.950495	1.885841	0.014505	3.6
287	-1.295003	107.950493	1.871216	0.011834	3.8
288	-1.340981	107.907473	1.871841	0.011202	3.7
289	-1.312046	108.907473	1.857431	0.014571	3.6
290	-1.312274	108.864443	1.858047	0.014786	3.6
291	-1.290939	109.864443	1.843849	0.008112	3.6
292	-1.322222	109.821413	1.844455	0.019399	3.5
293	-1.371010	109.778383	1.845062	0.009460	3.7
294	-1.302828	109.739765	1.845607	0.014034	3.7
295	-1.333556	110.739765	1.831598	0.010490	3.7
296	-1.313879	111.739765	1.817799	0.013615	3.6
297	-1.267913	111.696735	1.818389	0.008105	3.8
298	-1.350967	112.696733	1.804788	0.010304	3.8
299	-1.300709	112.653953	1.805365	0.012622	4.0
300	-1.309622	113.653617	1.791962	0.006898	3.8
301	-1.332158	114.653617	1.778753	0.012766	3.6
302	-1.313924	115.653617	1.765736	0.013649	3.7
303	-1.320725	116.653617	1.752909	0.008068	3.6
304	-1.352430	117.653617	1.740266	0.009289	4.8
305	-1.304173	117.610587	1.740807	0.010325	3.6
306	-1.322578	118.610567	1.728338	0.010210	3.7
307	-1.320765	118.699768	1.727234	0.013810	3.9
308	-1.322198	118.656738	1.727766	0.011722	3.7
309	-1.324892	119.656738	1.715483	0.010183	3.7
310	-1.323062	120.656738	1.703373	0.010181	3.8
311	-1.291240	121.656738	1.691432	0.014046	3.6
312	-1.318905	122.656738	1.679658	0.007995	4.0
313	-1.295260	122.613708	1.680162	0.010418	3.7
314	-1.303696	123.611912	1.668564	0.017781	3.7
315	-1.331854	123.568895	1.669060	0.011385	3.6
316	-1.341687	123.525865	1.669557	0.012932	4.1
317	-1.310355	124.525865	1.658085	0.014490	3.7
318	-1.309107	125.525865	1.646769	0.011668	3.6
319	-1.328964	125.482835	1.647253	0.006651	3.7
320	-1.321009	126.482219	1.636090	0.013555	3.7
321	-1.305588	127.478719	1.625110	0.011647	4.0
322	-1.341911	128.478719	1.614238	0.016004	3.5
323	-1.279474	128.436018	1.614699	0.014235	3.8
324	-1.300612	128.392988	1.615164	0.011593	3.9
325	-1.335832	128.349958	1.615630	0.010688	3.8
326	-1.349566	129.349958	1.604884	0.005757	3.6
327	-1.317024	130.349951	1.594280	0.014042	3.9
328	-1.297223	130.845200	1.589080	0.005472	3.7
329	-1.316338	130.802170	1.589531	0.013654	3.8
330	-1.310709	130.759140	1.589982	0.016819	3.6
331	-1.313808	131.759140	1.579573	0.012887	3.6
332	-1.311104	132.759140	1.569300	0.007595	3.6
333	-1.306729	132.716126	1.569739	0.010331	3.8
334	-1.288513	132.675020	1.570159	0.009768	3.0
335	-1.343316	132.631990	1.570599	0.015924	3.7
336	-1.314542	133.630083	1.560461	0.013906	3.6
337	-1.319369	133.587053	1.560895	0.013449	3.6
338	-1.285439	134.587053	1.550863	0.007291	3.6
339	-1.321782	135.587053	1.540959	0.010959	3.8
340	-1.336387	135.544738	1.541376	0.009779	3.7
341	-1.337660	135.501708	1.541799	0.011110	3.7
342	-1.298981	135.464370	1.542167	0.005740	3.8
343	-1.309158	135.529854	1.541522	0.009550	3.5
344	-1.337277	135.495967	1.541856	0.008129	3.6
345	-1.333117	135.452937	1.542280	0.015209	3.6
346	-1.339433	136.452937	1.532485	0.010590	3.7
347	-1.298119	136.409907	1.532904	0.010603	3.7
348	-1.330006	136.367224	1.533319	0.011476	3.6
349	-1.321261	137.366086	1.523648	0.011145	3.8
350	-1.322498	138.366086	1.514088	0.004488	4.5
351	-1.300162	138.323528	1.514492	0.014947	3.6
352	-1.318434	138.280498	1.514901	0.009706	3.6
353	-1.330484	139.280498	1.505450	0.011059	3.9
354	-1.311766	140.280498	1.496115	0.010635	3.8
355	-1.317574	140.237468	1.496515	0.011463	3.7
356	-1.322178	141.237468	1.487290	0.008582	3.7
357	-1.333128	142.237468	1.478179	0.012925	3.7
358	-1.343509	143.237468	1.469179	0.009841	3.8
359	-1.321993	143.194446	1.469564	0.009524	3.6
360	-1.321620	143.151416	1.469949	0.007133	3.6
361	-1.286366	143.275162	1.468842	0.013765	3.7
362	-1.358024	144.275162	1.459955	0.011803	3.7
363	-1.327579	145.275162	1.451174	0.011862	4.3
364	-1.317584	146.275162	1.442499	0.008568	3.1
365	-1.353956	146.815561	1.437854	0.013825	3.8
366	-1.340244	146.773373	1.438215	0.009327	3.7
367	-1.279898	147.773373	1.429694	0.014294	3.7
368	-1.348295	148.773373	1.421273	0.009391	3.6
369	-1.333269	149.773373	1.412950	0.011302	3.8
370	-1.276640	150.773373	1.404724	0.013161	3.7
371	-1.321409	150.730343	1.405076	0.014312	3.7
372	-1.292606	150.688361	1.405420	0.008745	3.6
373	-1.326861	150.645335	1.405772	0.009226	3.6
374	-1.321004	151.640662	1.397667	0.009829	3.7
375	-1.308332	151.597637	1.398016	0.016052	3.7
376	-1.338890	151.554607	1.398364	0.013219	4.0
377	-1.312554	152.554607	1.390307	0.009804	3.7
378	-1.306786	152.511577	1.390652	0.014232	3.6
379	-1.288437	152.468560	1.390997	0.007926	3.6
380	-1.324741	152.425530	1.391342	0.011793	3.9
381	-1.331010	152.382503	1.391687	0.011427	3.6
382	-1.333991	152.339473	1.392033	0.008135	3.6
383	-1.289739	152.296443	1.392378	0.012104	3.7
384	-1.303941	153.296430	1.384390	0.009482	3.8
385	-1.299573	154.296430	1.376493	0.017368	3.6
386	-1.312293	155.296430	1.368685	0.011527	3.7
387	-1.336801	156.295768	1.360970	0.008792	3.7
388	-1.323824	156.254018	1.361291	0.011732	3.8
389	-1.291497	157.254018	1.353654	0.008970	3.7
390	-1.330930	158.052969	1.347614	0.005155	3.9
391	-1.331226	158.200162	1.346507	0.012212	3.7
392	-1.296090	158.157319	1.346829	0.011807	3.5
393	-1.339410	159.157319	1.339353	0.010247	3.8
394	-1.339958	160.004006	1.333088	0.015979	3.6
395	-1.316116	159.960976	1.333405	0.010540	3.8
396	-1.344560	159.917946	1.333722	0.007712	3.7
397	-1.280264	159.874917	1.334039	0.006780	3.8
398	-1.308610	159.831887	1.334357	0.007549	3.7
399	-1.328868	159.793484	1.334640	0.006938	3.7
400	-1.285032	159.750460	1.334958	0.008607	3.7
401	-1.330727	159.707430	1.335276	0.008079	3.7
402	-1.325622	159.664400	1.335594	0.014368	4.1
403	-1.328141	159.621370	1.335912	0.009633	5.1
404	-1.313120	160.621370	1.328556	0.009867	3.8
405	-1.282863	160.578340	1.328871	0.008981	3.7
406	-1.324847	160.535310	1.329186	0.009245	3.5
407	-1.270994	161.534838	1.321908	0.011478	4.6
408	-1.306193	161.491808	1.322220	0.007830	3.6
409	-1.299467	161.448801	1.322531	0.011844	3.7
410	-1.302744	162.448801	1.315322	0.009383	3.6
411	-1.323221	162.430557	1.315453	0.009362	3.5
412	-1.303620	163.430556	1.308320	0.016264	3.6
413	-1.318496	164.430556	1.301265	0.008348	4.0
414	-1.308310	164.387526	1.301567	0.012458	3.8
415	-1.329280	164.344496	1.301869	0.013622	3.5
416	-1.313376	164.301466	1.302171	0.010759	3.2
417	-1.301182	164.258436	1.302474	0.011581	3.9
418	-1.311509	164.215406	1.302776	0.012113	3.5
419	-1.327481	165.215406	1.295780	0.012199	3.6
420	-1.363480	166.215406	1.288859	0.013826	3.7
421	-1.344707	166.172376	1.289155	0.013085	3.0
422	-1.321931	166.129346	1.289452	0.012154	3.7
423	-1.311099	167.129346	1.282598	0.013560	3.7
424	-1.279800	167.086316	1.282891	0.013536	3.8
425	-1.326897	167.043286	1.283185	0.012207	3.9
426	-1.324162	167.000267	1.283478	0.010452	3.7
427	-1.322404	168.000266	1.276687	0.012285	3.7
428	-1.325358	169.000266	1.269968	0.012761	3.6
429	-1.323025	168.957237	1.270256	0.008505	5.0
430	-1.336682	168.915185	1.270537	0.014499	4.5
431	-1.300447	169.915185	1.263882	0.008612	3.7
432	-1.326280	169.872185	1.264167	0.014619	3.8
433	-1.313995	170.872185	1.257578	0.011826	3.8
434	-1.299463	170.829155	1.257860	0.017422	3.6
435	-1.320340	170.799139	1.258057	0.013216	3.7
436	-1.336729	170.756110	1.258339	0.014028	3.7
437	-1.319144	170.713080	1.258622	0.007934	3.7
438	-1.338084	171.713060	1.252091	0.009247	3.5
439	-1.310534	171.670030	1.252370	0.006885	3.8
440	-1.309164	172.670029	1.245904	0.012283	3.7
441	-1.311648	172.626999	1.246181	0.008358	3.8
442	-1.364484	172.583969	1.246458	0.008556	3.8
443	-1.310351	173.583969	1.240052	0.011255	3.6
444	-1.320754	173.540940	1.240326	0.014612	3.8
445	-1.314249	173.497910	1.240601	0.012043	3.7
446	-1.316178	173.454880	1.240875	0.009036	3.7
447	-1.341497	173.411860	1.241150	0.011390	3.5
448	-1.330375	173.368830	1.241425	0.008870	3.6
449	-1.315634	173.325800	1.241699	0.009138	3.7
450	-1.313605	173.282770	1.241974	0.009324	3.7
451	-1.280576	174.282770	1.235615	0.011578	3.7
452	-1.322395	175.276161	1.229361	0.008996	3.8
453	-1.300252	176.276161	1.223129	0.006412	3.8
454	-1.318086	176.233131	1.223396	0.009656	3.6
455	-1.302465	177.233131	1.217225	0.010455	3.6
456	-1.304003	177.190101	1.217489	0.018224	3.8
457	-1.332591	178.172311	1.211485	0.005999	3.7
458	-1.299862	178.129281	1.211747	0.011255	3.8
459	-1.339667	179.129281	1.205692	0.009589	3.6
460	-1.323109	180.129281	1.199697	0.006690	3.9
461	-1.298361	180.184135	1.199370	0.011073	3.8
462	-1.331730	181.184132	1.193438	0.018058	3.7
463	-1.312147	182.184132	1.187564	0.008690	3.1
464	-1.326889	182.141102	1.187816	0.007643	3.6
465	-1.326062	182.755965	1.184231	0.010611	3.8
466	-1.315525	183.755965	1.178448	0.014510	3.8
467	-1.326957	183.712935	1.178696	0.009979	3.7
468	-1.333787	184.712935	1.172966	0.014510	3.7
469	-1.327530	184.744956	1.172783	0.013309	3.7
470	-1.321528	185.744956	1.167111	0.008098	3.7
471	-1.320291	186.744956	1.161493	0.011066	3.8
472	-1.300695	186.701926	1.161733	0.009990	3.7
473	-1.319723	187.701926	1.156167	0.009182	3.7
474	-1.295857	187.658896	1.156405	0.012359	3.2
475	-1.337883	188.658896	1.150890	0.012365	4.0
476	-1.305939	188.615866	1.151126	0.009700	3.8
477	-1.295586	189.615866	1.145660	0.013751	3.7
478	-1.326977	189.836878	1.144459	0.009632	3.7
479	-1.312629	190.836878	1.139057	0.009984	3.9
480	-1.341530	191.836878	1.133705	0.014275	3.7
481	-1.312007	192.836878	1.128403	0.009778	3.5
482	-1.323588	193.836878	1.123151	0.016144	3.6
483	-1.349112	193.793848	1.123376	0.012034	3.6
484	-1.298525	194.793848	1.118170	0.007804	3.7
485	-1.307325	195.793848	1.113012	0.007191	3.8
486	-1.312520	196.080816	1.111541	0.010930	3.7
487	-1.319746	197.080816	1.106444	0.016334	3.8
488	-1.316952	197.037786	1.106662	0.020804	3.8
489	-1.320470	198.037786	1.101610	0.009735	3.5
490	-1.322309	199.037786	1.096604	0.015230	3.7
491	-1.322761	200.037786	1.091642	0.008725	3.7
492	-1.317122	201.037786	1.086726	0.007444	3.8
493	-1.340888	202.037786	1.081854	0.010968	3.6
494	-1.322772	201.995181	1.082060	0.012304	3.8
495	-1.299572	202.995181	1.077230	0.009020	3.6
496	-1.311526	203.995181	1.072442	0.013760	3.7
497	-1.321463	204.995181	1.067696	0.010069	3.7
498	-1.330311	205.995181	1.062993	0.008623	3.6
499	-1.284920	206.994758	1.058332	0.009823	3.7
