1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
81	-0.000000	440.511415	0.000000	4.5
82	-1.048860	439.065533	0.009797	3.8
83	-1.125726	437.632238	0.026097	3.7
84	-0.897084	436.211351	0.014422	4.8
85	-1.131995	434.802701	0.022510	4.5
86	-0.000000	433.406117	0.000000	3.9
87	-1.042898	432.021430	0.011400	3.7
88	-0.870670	430.648479	0.013323	4.1
89	-0.474396	429.287101	0.004413	3.8
90	-0.645788	427.937140	0.012637	4.6
91	-1.173875	426.598440	0.016029	3.8
92	-0.021475	425.270849	0.002395	4.3
93	-1.153586	423.954220	0.029562	5.1
94	-0.000000	422.648404	0.000000	4.3
95	-0.818245	421.353259	0.026565	4.6
96	-0.306161	420.068643	0.007956	4.8
97	-0.914904	418.794419	0.014377	4.3
98	-1.056645	417.530451	0.020202	3.8
99	-0.594477	416.276604	0.004302	4.3
100	-0.809254	415.032748	0.009838	4.6
101	-0.000000	413.798754	0.000000	3.8
102	-0.951227	412.574495	0.037596	3.8
103	-0.017135	411.359849	0.002004	5.2
104	-0.201419	410.154691	0.009683	5.9
105	-1.014204	408.958904	0.017921	3.8
106	-1.028720	407.772368	0.013475	3.9
107	-1.118214	406.594968	0.007662	6.2
108	-0.000039	405.426590	0.000015	3.9
109	-0.271777	404.267122	0.011420	3.8
110	-0.433033	403.116456	0.010519	4.9
111	-0.165927	401.974481	0.009401	4.6
112	-0.000000	400.841093	0.000000	3.8
113	-0.000000	399.716187	0.000000	3.9
114	-0.818986	398.599660	0.018789	6.9
115	-0.996551	397.491411	0.041763	3.8
116	-0.905658	396.391342	0.027706	3.7
117	-0.625017	395.299353	0.012612	5.1
118	-1.084154	394.215350	0.011496	5.0
119	-1.103433	393.139238	0.010343	3.8
120	-0.594095	392.070924	0.007964	3.7
121	-1.080120	391.010316	0.016032	4.6
122	-1.276197	389.957325	0.018545	4.6
123	-1.049213	388.911862	0.011795	3.8
124	-1.069096	387.873839	0.020427	3.9
125	-0.873934	386.843173	0.008199	4.4
126	-0.897004	385.819777	0.010095	4.6
127	-0.903095	384.803569	0.012418	3.7
128	-0.922844	383.794468	0.018172	3.7
129	-0.585900	382.792393	0.006171	4.1
130	-0.000000	381.797264	0.000000	4.5
131	-0.038936	380.809005	0.003711	4.0
132	-0.894957	379.827537	0.019350	3.9
133	-0.491886	378.852786	0.006449	4.4
134	-1.000348	377.884678	0.014213	4.7
135	-0.682232	376.923138	0.019725	3.9
136	-0.000000	375.968095	0.000000	3.8
137	-0.000000	375.019479	0.000000	4.7
138	-0.000000	374.077218	0.000000	4.4
139	-0.998653	373.141244	0.016220	3.7
140	-1.032395	372.211489	0.010197	3.8
141	-0.559149	371.287887	0.004765	4.2
142	-1.052344	370.370370	0.020405	4.5
143	-1.170626	369.458876	0.017478	3.9
144	-0.000000	368.553338	0.000000	3.7
145	-0.652260	367.653696	0.007728	4.4
146	-0.000000	366.759885	0.000000	5.0
147	-0.003032	365.871846	0.000584	3.9
148	-1.253613	364.989518	0.016307	3.9
149	-0.697821	364.112841	0.012101	5.5
150	-0.815872	363.241757	0.010423	3.7
151	-0.967750	362.376208	0.013296	3.7
152	-1.025661	361.516137	0.014483	3.8
153	-1.025900	360.661488	0.023406	5.4
154	-1.236833	359.812206	0.019837	3.8
155	-1.104845	358.968236	0.026683	3.6
156	-0.560030	358.129524	0.010688	4.6
157	-0.792534	357.296018	0.010680	5.3
158	-1.078694	356.467665	0.017736	3.9
159	-0.951953	355.644414	0.018389	3.8
160	-1.020433	354.826213	0.044343	5.6
161	-1.077343	354.013012	0.011402	4.4
162	-0.711973	353.204763	0.005626	3.8
163	-0.729847	352.401415	0.011033	3.9
164	-1.112138	351.602922	0.016009	4.6
165	-0.973952	350.809235	0.010317	4.2
166	-1.179175	350.020308	0.017349	4.0
167	-0.665711	349.236095	0.037109	5.4
168	-0.000191	348.456550	0.000058	4.6
169	-0.952197	347.681627	0.014114	3.8
170	-0.867057	346.911283	0.014370	4.0
171	-0.490143	346.145474	0.012881	4.2
172	-0.957021	345.384157	0.020293	4.4
173	-0.984217	344.627288	0.024013	3.8
174	-0.901881	343.874826	0.007671	4.0
175	-0.807231	343.126729	0.035578	4.2
176	-0.823221	342.382957	0.006823	4.5
177	-0.894024	341.643469	0.029850	3.8
178	-0.537744	340.908224	0.010396	4.3
179	-0.000000	340.177184	0.000000	4.2
180	-0.714561	339.450309	0.012500	4.3
181	-0.847329	338.727561	0.008411	3.5
182	-0.812076	338.008902	0.007271	3.5
183	-1.008383	337.294295	0.006524	4.4
184	-0.862844	336.583703	0.013746	4.6
185	-0.726818	335.877089	0.014873	3.6
186	-1.020885	335.174416	0.006607	3.7
187	-1.020296	334.475651	0.025091	3.3
188	-0.918831	333.780756	0.005262	4.5
189	-0.777012	333.089698	0.009530	4.6
190	-0.968433	332.402443	0.009257	3.7
191	-0.135561	331.718955	0.002394	4.5
192	-1.069035	331.039203	0.019410	5.2
193	-0.916979	330.363153	0.017751	4.3
194	-0.000003	329.690771	0.000001	3.7
195	-0.832027	329.022027	0.012138	4.0
196	-0.907958	328.356888	0.009416	4.2
197	-0.108173	327.695322	0.003037	3.6
198	-0.019111	327.037299	0.001030	3.6
199	-0.999638	326.382787	0.015290	4.2
200	-0.748540	325.731758	0.010512	4.6
201	-1.005963	325.084179	0.022219	3.7
202	-1.115731	324.440023	0.028206	3.2
203	-1.071234	323.799258	0.010441	4.2
204	-0.022374	323.161858	0.003294	4.6
205	-0.387660	322.527792	0.007540	3.6
206	-0.865400	321.897034	0.012239	3.9
207	-1.095750	321.269554	0.014784	4.4
208	-0.668809	320.645325	0.010106	4.7
209	-0.798883	320.024320	0.012334	3.7
210	-1.049134	319.406512	0.038268	3.5
211	-1.067082	318.791875	0.008231	4.0
212	-0.875009	318.180381	0.036960	4.8
213	-0.737484	317.572005	0.019477	3.6
214	-0.393699	316.966721	0.004373	3.7
215	0.000000	316.364504	0.000000	3.9
216	-0.305948	315.765329	0.002817	4.9
217	-0.194556	315.169170	0.004410	3.7
218	-0.458424	314.576003	0.001543	4.0
219	-1.214997	313.985804	0.021962	4.7
220	-1.095006	313.398548	0.015518	4.7
221	-0.911847	312.814213	0.013852	3.7
222	-0.804227	312.232773	0.005770	3.8
223	-1.180362	311.654207	0.015510	4.2
224	-0.810773	311.078491	0.010443	4.5
225	-0.951206	310.505602	0.011129	3.7
226	-1.186312	309.935518	0.036414	3.7
227	-0.253524	309.368217	0.004158	4.3
228	-0.846913	308.803676	0.008924	4.7
229	-0.903184	308.241874	0.005569	4.0
230	-0.903919	307.682789	0.009449	3.7
231	-0.000000	307.126400	0.000000	4.4
232	-1.178775	306.572687	0.022529	4.5
233	-0.594652	306.021627	0.009282	3.9
234	-0.000965	305.473201	0.000248	3.8
235	-0.434207	304.927388	0.005358	4.3
236	-0.907947	304.384168	0.027799	4.1
237	-1.143950	303.843521	0.018449	4.8
238	-0.046910	303.305427	0.003483	3.8
239	-0.768763	302.769867	0.011710	4.2
240	-0.625654	302.236821	0.015387	4.1
241	-0.051242	301.706270	0.003362	4.6
242	-1.074051	301.178196	0.022978	3.7
243	-1.127411	300.652580	0.011718	4.2
244	-1.049864	300.129402	0.030778	4.7
245	-0.933479	299.608645	0.004496	4.2
246	-0.996016	299.090291	0.005310	4.1
247	-1.215633	298.574321	0.005414	4.2
248	-0.619511	298.060718	0.013372	4.3
249	-0.000000	297.549465	0.000000	3.8
250	-1.219084	297.040543	0.011983	3.8
251	-0.744055	296.533936	0.010115	4.3
252	-0.000000	296.029626	0.000000	4.2
253	-1.210042	295.527597	0.011208	3.9
254	-0.167051	295.027832	0.002441	3.6
255	-0.691441	294.530315	0.011412	4.2
256	-1.169531	294.035028	0.012723	4.4
257	-0.935028	293.541956	0.008738	3.7
258	-1.013601	293.051083	0.012664	3.6
259	-1.195850	292.562393	0.014835	4.4
260	0.000000	292.075870	0.000000	4.7
261	-0.985863	291.591498	0.028777	3.9
262	-0.686124	291.109263	0.006288	3.7
263	-1.183332	290.629149	0.010912	4.3
264	-1.067721	290.151140	0.015608	4.6
265	-0.598258	289.675222	0.011773	3.7
266	-1.029779	289.201380	0.012346	3.9
267	-1.162927	288.729600	0.010075	3.8
268	-0.000000	288.259866	0.000000	4.6
269	-1.071250	287.792165	0.015676	3.7
270	-0.000000	287.326481	0.000000	3.9
271	-0.145430	286.862802	0.002410	4.3
272	-0.001050	286.401113	0.000048	4.6
273	-0.693342	285.941400	0.005522	3.8
274	-0.716402	285.483649	0.005070	3.8
275	-1.002625	285.027847	0.011013	4.4
276	-0.873415	284.573981	0.025255	4.8
277	-0.927518	284.122037	0.013043	3.9
278	-0.926810	283.672002	0.014167	3.8
279	-1.072483	283.223863	0.023067	4.7
280	-1.048527	282.777607	0.011775	4.4
281	-0.501037	282.333221	0.004822	3.9
282	-0.590812	281.890692	0.007607	3.8
283	-1.151751	281.450008	0.012140	4.7
284	-1.131797	281.011157	0.012336	4.2
285	-0.866098	280.574125	0.016205	3.8
286	-0.946347	280.138901	0.015088	3.8
287	-0.598404	279.705473	0.007698	4.7
288	-1.016270	279.273829	0.022890	4.2
289	-0.924717	278.843956	0.013473	3.8
290	-1.248442	278.415844	0.019893	3.9
291	-0.603304	277.989479	0.006442	4.1
292	-0.872015	277.564851	0.010245	4.4
293	-0.759857	277.141949	0.019377	4.4
294	-0.940939	276.720761	0.009572	3.7
295	-0.906830	276.301275	0.013523	4.3
296	-0.823975	275.883480	0.004708	4.3
297	-0.722237	275.467366	0.006734	3.9
298	-0.825632	275.052922	0.012069	3.7
299	-1.104250	274.640136	0.012357	4.8
300	-0.004952	274.228998	0.000528	4.5
301	-1.078301	273.819497	0.017179	3.7
302	-0.932238	273.411623	0.007418	4.1
303	-0.419288	273.005365	0.006788	5.0
304	-0.000004	272.600712	0.000002	4.3
305	-0.000001	272.197655	0.000000	3.7
306	-0.459113	271.796184	0.006399	4.2
307	-0.000000	271.396287	0.000000	4.8
308	-0.249763	270.997956	0.004543	3.6
309	-0.000000	270.601180	0.000000	3.7
310	-1.245760	270.205949	0.029600	3.9
311	-0.635512	269.812254	0.009797	5.0
312	-0.719566	269.420085	0.007388	3.8
313	-0.842324	269.029432	0.004414	3.8
314	-0.006032	268.640287	0.001753	4.9
315	-0.701111	268.252638	0.009459	4.7
316	-1.006344	267.866478	0.017845	3.8
317	-0.000000	267.481796	0.000000	4.1
318	-0.889861	267.098584	0.020616	4.8
319	-1.042295	266.716833	0.017822	4.4
320	-0.000000	266.336533	0.000000	3.7
321	-0.737318	265.957676	0.011014	3.7
322	-0.723714	265.580253	0.018462	4.5
323	-0.722279	265.204254	0.003510	4.3
324	-1.279113	264.829672	0.017421	3.8
325	-0.847606	264.456497	0.011922	4.2
326	-1.001243	264.084721	0.023880	5.2
327	-0.822870	263.714335	0.039141	3.9
328	-1.120923	263.345332	0.021721	12.3
329	-1.154233	262.977702	0.012635	7.8
330	-1.104292	262.611438	0.013830	7.9
331	-0.861785	262.246531	0.031825	7.8
332	-0.818213	261.882973	0.011021	7.7
333	-1.303130	261.520756	0.012719	7.7
334	-0.885175	261.159871	0.005714	7.7
335	-1.006376	260.800312	0.017684	7.7
336	-1.132027	260.442070	0.011646	7.1
337	-1.278804	260.085137	0.006067	8.2
338	-0.000014	259.729505	0.000006	7.6
339	-0.628876	259.375167	0.004783	7.9
340	-0.778207	259.022116	0.009809	7.4
341	-1.261642	258.670343	0.023981	7.8
342	-0.794320	258.319841	0.011707	7.6
343	-1.106171	257.970602	0.010447	8.0
344	-1.049427	257.622620	0.016027	7.7
345	-1.142884	257.275887	0.012682	7.8
346	-0.900684	256.930396	0.019243	7.7
347	-0.776753	256.586139	0.006587	7.6
348	-0.000000	256.243109	0.000000	7.2
349	-1.017294	255.901300	0.019451	7.4
350	-0.990611	255.560703	0.020074	8.0
351	-0.727595	255.221313	0.008703	7.8
352	-1.134948	254.883122	0.016362	7.5
353	-1.061208	254.546124	0.025258	7.1
354	-1.075246	254.210311	0.013337	8.0
355	-0.832105	253.875677	0.014039	7.2
356	-0.000000	253.542215	0.000000	7.7
357	-0.954381	253.209918	0.012799	7.3
358	-0.477554	252.878781	0.006049	9.0
359	-1.051816	252.548795	0.021956	7.3
360	-0.844764	252.219956	0.008047	8.0
361	-0.067349	251.892255	0.005836	7.4
362	-1.116466	251.565688	0.010138	7.8
363	-0.960183	251.240247	0.009629	7.3
364	-1.269028	250.915926	0.014254	7.6
365	-0.930161	250.592720	0.009939	7.7
366	-1.058588	250.270621	0.024931	7.5
367	-1.310038	249.949624	0.013223	7.7
368	-1.094339	249.629723	0.015023	7.3
369	-1.255021	249.310911	0.030785	13.8
370	-1.085171	248.993182	0.007619	8.7
371	-1.104002	248.676531	0.009028	8.4
372	-0.000000	248.360952	0.000000	7.2
373	-0.023732	248.046438	0.002287	7.7
374	-1.228089	247.732984	0.058661	7.7
375	-1.140486	247.420584	0.027123	7.8
376	-0.759423	247.109233	0.013984	7.3
377	-0.000000	246.798924	0.000000	7.5
378	-0.000000	246.489652	0.000000	7.4
379	-0.508465	246.181412	0.002705	7.6
380	-1.138337	245.874197	0.028732	7.5
381	-1.158719	245.568002	0.012873	7.8
382	-1.125854	245.262822	0.011183	7.0
383	-1.154443	244.958652	0.025021	9.0
384	-0.438640	244.655485	0.005066	7.5
385	-0.956398	244.353317	0.023165	7.8
386	-0.000000	244.052142	0.000000	7.1
387	-1.023006	243.751955	0.017560	7.4
388	-0.000000	243.452750	0.000000	7.1
389	-0.093656	243.154523	0.004944	8.1
390	-0.897586	242.857268	0.008582	7.1
391	-0.845395	242.560980	0.015351	7.5
392	-0.475576	242.265654	0.010147	7.9
393	-0.944598	241.971285	0.014504	8.9
394	-1.076275	241.677868	0.011151	8.1
395	-0.773266	241.385397	0.015697	8.6
396	-0.822049	241.093869	0.006099	8.2
397	-0.000000	240.803278	0.000000	8.1
398	-1.120541	240.513619	0.007702	7.7
399	-0.737892	240.224887	0.008158	7.5
400	-1.013279	239.937077	0.010902	7.8
401	-0.231099	239.650186	0.010683	7.5
402	-1.003347	239.364207	0.014334	8.0
403	-1.170634	239.079136	0.018484	7.7
404	-0.666336	238.794969	0.011621	8.1
405	-0.981580	238.511701	0.008511	8.6
406	-0.787787	238.229327	0.002816	14.9
407	-0.392505	237.947843	0.001157	18.9
408	-0.832172	237.667244	0.005163	18.7
409	-1.099292	237.387526	0.017696	13.4
410	-0.662247	237.108684	0.003990	13.0
411	-1.026327	236.830714	0.008078	10.3
412	-0.000045	236.553610	0.000008	9.9
413	-0.550467	236.277370	0.013708	11.5
414	-0.895232	236.001989	0.008301	9.2
415	-0.000000	235.727461	0.000000	7.9
416	-0.861621	235.453784	0.012711	8.8
417	-0.000000	235.180952	0.000000	7.5
418	-0.041835	234.908962	0.001676	8.1
419	-0.000001	234.637809	0.000001	6.7
420	-0.862219	234.367488	0.017364	7.3
421	-0.903598	234.097997	0.020427	6.7
422	0.000000	233.829331	0.000000	7.2
423	-0.177325	233.561485	0.005077	7.0
424	-0.328863	233.294456	0.003509	6.8
425	-1.027724	233.028239	0.014001	7.1
426	-0.843594	232.762831	0.009549	6.4
427	-0.791187	232.498228	0.004869	6.5
428	-1.340455	232.234425	0.006464	6.5
429	-1.212982	231.971419	0.016422	7.0
430	-0.874239	231.709205	0.005579	6.7
431	-1.184881	231.447781	0.028283	6.4
432	-1.092320	231.187141	0.015267	7.6
433	-0.000000	230.927283	0.000000	6.5
434	-0.964049	230.668202	0.012399	7.1
435	-1.127657	230.409895	0.030967	6.5
436	-1.136758	230.152358	0.011345	6.9
437	-0.895360	229.895587	0.032735	6.2
438	-0.976292	229.639578	0.007779	6.9
439	-0.000000	229.384329	0.000000	6.9
440	-1.097760	229.129834	0.011899	6.6
441	-0.000163	228.876091	0.000062	7.0
442	-1.148309	228.623096	0.019606	6.6
443	-0.968809	228.370846	0.012034	6.9
444	-0.688769	228.119336	0.011097	6.6
445	-0.000000	227.868563	0.000000	11.3
446	-1.209965	227.618525	0.010199	8.9
447	-1.282293	227.369216	0.027897	7.4
448	-0.167196	227.120635	0.003741	7.3
449	-1.118122	226.872777	0.014748	7.5
450	-0.000000	226.625638	0.000000	6.5
451	-0.745593	226.379217	0.026841	7.2
452	-0.120157	226.133509	0.005677	6.7
453	-0.000000	225.888510	0.000000	7.3
454	-0.554926	225.644218	0.005792	7.5
455	-0.915509	225.400630	0.006070	6.5
456	-0.719549	225.157741	0.019246	6.6
457	-0.813183	224.915549	0.008157	9.5
458	-0.000000	224.674051	0.000000	7.0
459	-0.416043	224.433242	0.010057	8.3
460	-0.935357	224.193121	0.024600	7.1
461	-0.940726	223.953684	0.025461	6.9
462	-1.000663	223.714927	0.011953	6.9
463	-1.245313	223.476848	0.024871	7.0
464	-0.814960	223.239444	0.007299	6.5
465	-1.136153	223.002710	0.007880	8.0
466	-1.197782	222.766645	0.008874	6.6
467	-0.783486	222.531245	0.016284	8.7
468	-0.692092	222.296508	0.012221	6.8
469	-1.197521	222.062429	0.004270	7.6
470	-0.342637	221.829007	0.006875	6.9
471	-1.045795	221.596238	0.008414	8.2
472	-1.043102	221.364119	0.006332	6.5
473	-0.800329	221.132647	0.010075	8.8
474	-0.985750	220.901820	0.009141	6.4
475	-1.083140	220.671634	0.011651	7.4
476	-1.125756	220.442086	0.009751	7.2
477	-0.860394	220.213174	0.010922	6.7
478	-0.671862	219.984895	0.008910	7.6
479	-0.776547	219.757246	0.007719	6.6
480	-1.089345	219.530224	0.018457	6.9
481	-1.070179	219.303826	0.023763	6.8
482	-1.289696	219.078050	0.009578	7.8
483	-1.104807	218.852893	0.012642	6.5
484	-1.035229	218.628352	0.003221	7.5
485	-0.774653	218.404424	0.003957	7.1
486	-0.691210	218.181106	0.009174	6.6
487	-0.957658	217.958397	0.010344	6.9
488	-1.019457	217.736292	0.006771	6.7
489	-0.805111	217.514790	0.011493	6.9
490	-0.951152	217.293888	0.022363	7.5
491	-0.238876	217.073584	0.002649	6.6
492	-0.000000	216.853873	0.000000	7.5
493	-1.121463	216.634755	0.028002	6.8
494	-0.606190	216.416227	0.005560	9.9
495	-1.118843	216.198285	0.014435	7.6
496	-0.901139	215.980927	0.007249	7.6
497	-1.181466	215.764151	0.016356	6.5
498	-0.991305	215.547955	0.017921	7.9
499	-0.793839	215.332335	0.011737	6.6
500	-1.119328	215.117289	0.009445	7.2
501	-0.099890	214.902815	0.002938	6.6
502	-0.370959	214.688911	0.007933	7.4
503	-1.098999	214.475573	0.013191	6.5
504	-0.000002	214.262800	0.000001	7.1
505	-1.018355	214.050588	0.009897	7.2
506	-1.105194	213.838936	0.008978	6.4
507	-0.000000	213.627842	0.000000	7.0
508	-0.000000	213.417302	0.000000	7.0
509	-0.780866	213.207314	0.032485	7.6
510	-0.981064	212.997877	0.009481	6.8
511	-0.961068	212.788987	0.008902	7.9
512	-1.140722	212.580642	0.004032	6.6
513	-0.860291	212.372841	0.009918	7.4
514	-0.632385	212.165581	0.006878	7.3
515	-1.051349	211.958859	0.018134	6.9
516	-1.142158	211.752673	0.005209	7.4
517	-0.000244	211.547021	0.000097	7.0
518	-0.770957	211.341902	0.006286	8.0
519	-1.008722	211.137311	0.010768	8.0
520	-0.239862	210.933248	0.005927	7.8
521	-1.014836	210.729710	0.005300	7.3
522	-0.877903	210.526695	0.007939	7.6
523	-0.979486	210.324200	0.004353	7.8
524	-0.965312	210.122224	0.011223	7.2
525	-0.645721	209.920765	0.007619	7.5
526	-1.253659	209.719820	0.003673	6.9
527	-0.637672	209.519387	0.007758	7.5
528	-1.055408	209.319463	0.008716	6.8
529	-1.210158	209.120048	0.012435	8.2
530	-0.955084	208.921139	0.010216	16.4
531	-1.005760	208.722733	0.018846	4.9
532	-0.690390	208.524829	0.014228	5.0
533	-1.070733	208.327425	0.023732	5.6
534	-0.968175	208.130518	0.029157	4.1
535	-0.914249	207.934107	0.007708	3.8
536	-0.867799	207.738189	0.006917	4.3
537	-0.000000	207.542762	0.000000	3.7
538	-1.075217	207.347825	0.033373	3.5
539	-1.165132	207.153376	0.010392	3.6
540	-0.986148	206.959412	0.010502	4.7
541	-1.124914	206.765932	0.009837	4.3
542	-1.089784	206.572933	0.017316	3.6
543	0.000000	206.380414	0.000000	3.8
544	-0.000000	206.188373	0.000000	4.8
545	-1.069582	205.996807	0.007975	3.7
546	-0.691026	205.805716	0.019584	3.5
547	-0.328919	205.615096	0.010118	3.7
548	-0.005942	205.424946	0.001429	5.3
549	-1.244731	205.235265	0.018349	3.9
550	-0.791286	205.046050	0.009719	3.7
551	-0.020135	204.857299	0.002618	3.5
552	-0.804392	204.669011	0.007051	5.4
553	-0.863554	204.481184	0.006890	3.5
554	-1.171186	204.293816	0.009538	3.6
555	-0.489251	204.106905	0.008196	3.5
556	-1.078370	203.920449	0.010103	5.1
557	-0.691820	203.734447	0.004791	4.1
558	-1.041466	203.548896	0.014745	3.5
559	-0.811852	203.363795	0.013720	3.5
560	-1.107570	203.179143	0.014190	5.0
561	-1.004836	202.994937	0.009720	3.8
562	-1.135065	202.811176	0.021008	3.5
563	-0.904086	202.627857	0.029984	3.4
564	-0.000000	202.444980	0.000000	4.0
565	-0.803934	202.262543	0.006996	3.8
566	-0.688077	202.080543	0.006642	4.0
567	-1.230998	201.898979	0.022976	3.5
568	-0.674313	201.717849	0.011516	4.0
569	-0.976322	201.537153	0.010204	3.6
570	-0.750882	201.356887	0.008074	3.9
571	-0.002421	201.177050	0.000621	3.5
572	-0.887309	200.997642	0.010233	3.4
573	-0.517048	200.818659	0.004210	4.1
574	-0.971235	200.640100	0.011396	3.9
575	-1.311210	200.461965	0.010530	3.4
576	-1.077006	200.284250	0.005484	3.3
577	-0.264296	200.106955	0.003893	3.9
578	-0.942958	199.930078	0.017479	4.0
579	-1.152413	199.753617	0.018720	3.3
580	-1.068234	199.577571	0.010125	3.2
581	-0.000000	199.401938	0.000000	3.7
582	-1.193653	199.226717	0.019610	4.8
583	-0.051749	199.051905	0.005738	4.1
584	-1.287100	198.877502	0.008375	3.3
585	-0.000000	198.703506	0.000000	3.5
586	-1.064061	198.529916	0.004494	5.0
587	-0.545250	198.356729	0.005763	3.4
588	-0.979302	198.183944	0.009330	3.2
589	-0.889329	198.011560	0.006991	3.4
590	-1.051296	197.839576	0.015459	5.2
591	-0.648554	197.667989	0.015692	4.0
592	-0.000000	197.496798	0.000000	3.6
593	-1.167352	197.326002	0.007645	3.4
594	-0.935889	197.155600	0.006848	4.6
595	-0.652989	196.985589	0.003596	3.4
596	-1.152772	196.815969	0.013605	3.3
597	-0.153017	196.646738	0.004600	3.3
598	-1.100518	196.477894	0.032820	4.0
599	-1.154876	196.309436	0.005623	4.5
600	-0.677095	196.141363	0.006846	3.5
601	-1.321749	195.973673	0.008824	3.4
602	-0.866533	195.806365	0.012563	4.0
603	-1.134141	195.639437	0.020528	5.3
604	-0.497652	195.472888	0.007362	3.5
605	-0.783708	195.306717	0.013078	3.5
606	-0.893092	195.140922	0.005885	3.7
607	-1.138340	194.975501	0.009947	4.0
608	-0.658841	194.810454	0.006811	3.4
609	-1.201960	194.645779	0.017434	3.3
610	-1.206795	194.481475	0.008030	3.5
611	-0.000000	194.317540	0.000000	3.8
612	-0.987053	194.153973	0.021986	3.4
613	-0.019877	193.990773	0.001811	3.5
614	-0.854554	193.827938	0.005635	3.6
615	-0.901985	193.665467	0.008682	4.0
616	-0.576508	193.503358	0.005773	3.7
617	-0.777346	193.341611	0.004958	3.4
618	-1.324149	193.180224	0.013910	3.4
619	-0.442669	193.019196	0.007006	3.7
620	-1.101686	192.858525	0.009521	4.4
621	-1.046205	192.698210	0.009097	3.3
622	-1.031845	192.538251	0.005172	3.5
623	-0.857776	192.378644	0.011557	3.3
624	-0.882802	192.219391	0.012100	4.1
625	-0.018226	192.060488	0.001038	3.4
626	-0.736983	191.901935	0.015911	3.5
627	-0.888140	191.743730	0.011070	3.5
628	-1.087446	191.585873	0.007867	3.9
629	-1.125576	191.428362	0.009573	3.9
630	-0.997483	191.271196	0.005227	3.5
631	-1.059484	191.114374	0.020859	3.9
632	-0.824499	190.957893	0.008842	3.6
